"Username","Stimuli.Answer","Direction","Encoding","scored"
"M2033128","Roof","Control","Read",1
"20322440","Roof","Control","Read",0
"M20311413","Roof","Control","Read",0
"20327605","Roof","Control","Read",1
"M20301992","Roof","Control","Read",0
"M20316111_ARD","Roof","Control","Read",0
"20302746","Roof","Control","Read",1
"M20320940","Roof","Control","Read",1
"M20335574","Roof","Control","Read",0
"M20317208","Roof","Control","Read",0
"20302746","Salt","Control","Read",0
"M20324255","Salt","Control","Read",0
"M20317208","Salt","Control","Read",0
"M2033128","Salt","Control","Read",0
"20327605","Salt","Control","Read",0
"M20323930","Salt","Control","Read",0
"20322440","Salt","Control","Read",0
"M20327473","Salt","Control","Read",0
"20321578","Salt","Control","Read",1
"M20301992","Salt","Control","Read",0
"m20335829","Salt","Control","Read",0
"M20335574","Salt","Control","Read",0
"m20319677","Salt","Control","Read",1
"M20322809","Salt","Control","Read",0
"M20321393","Salt","Control","Read",0
"M20316111_ARD","Salt","Control","Read",0
"M20311413","Salt","Control","Read",0
"M20320940","Salt","Control","Read",1
"M20304792_AEM","Salt","Control","Read",0
"M20320940","Shirt","Control","Read",0
"m20319677","Shirt","Control","Read",1
"M20322809","Shirt","Control","Read",0
"M2033128","Shirt","Control","Read",0
"m20335829","Shirt","Control","Read",1
"M20317208","Shirt","Control","Read",1
"20327605","Shirt","Control","Read",0
"M20316111_ARD","Shirt","Control","Read",0
"20322440","Shirt","Control","Read",0
"20302746","Shirt","Control","Read",0
"20321578","Shirt","Control","Read",0
"M20335574","Shirt","Control","Read",0
"M20323930","Shirt","Control","Read",0
"M20311413","Shirt","Control","Read",0
"M20327473","Shirt","Control","Read",1
"M20324255","Shirt","Control","Read",0
"M20304792_AEM","Shirt","Control","Read",1
"M20321393","Shirt","Control","Read",1
"M20301992","Shirt","Control","Read",0
"M20323930","Slow","Control","Read",0
"M20304792_AEM","Slow","Control","Read",0
"M20301992","Slow","Control","Read",0
"M20324255","Slow","Control","Read",0
"m20335829","Slow","Control","Read",1
"M20321393","Slow","Control","Read",1
"M20320940","Slow","Control","Read",1
"M20317208","Slow","Control","Read",0
"M20322809","Slow","Control","Read",1
"M20316111_ARD","Slow","Control","Read",0
"20327605","Slow","Control","Read",0
"M20311413","Slow","Control","Read",0
"20302746","Slow","Control","Read",0
"M20327473","Slow","Control","Read",0
"M20335574","Slow","Control","Read",1
"20321578","Slow","Control","Read",0
"m20319677","Slow","Control","Read",0
"M2033128","Slow","Control","Read",0
"20322440","Slow","Control","Read",0
"m20319677","Stairs","Control","Read",1
"M20324255","Stairs","Control","Read",0
"M2033128","Stairs","Control","Read",0
"M20304792_AEM","Stairs","Control","Read",0
"M20327473","Stairs","Control","Read",0
"M20320940","Stairs","Control","Read",1
"M20316111_ARD","Stairs","Control","Read",0
"M20311413","Stairs","Control","Read",0
"20327605","Stairs","Control","Read",1
"M20301992","Stairs","Control","Read",0
"20321578","Stairs","Control","Read",1
"M20317208","Stairs","Control","Read",1
"m20335829","Stairs","Control","Read",0
"M20335574","Stairs","Control","Read",0
"M20323930","Stairs","Control","Read",0
"M20322809","Stairs","Control","Read",0
"M20321393","Stairs","Control","Read",0
"20322440","Stairs","Control","Read",0
"20302746","Stairs","Control","Read",0
"M20320940","Strawberry","Control","Read",0
"m20319677","Strawberry","Control","Read",0
"m20335829","Strawberry","Control","Read",0
"M20321393","Strawberry","Control","Read",1
"M20316111_ARD","Strawberry","Control","Read",0
"M20335574","Strawberry","Control","Read",0
"M20327473","Strawberry","Control","Read",0
"M20323930","Strawberry","Control","Read",0
"20322440","Strawberry","Control","Read",0
"20302746","Strawberry","Control","Read",0
"20327605","Strawberry","Control","Read",0
"M20304792_AEM","Strawberry","Control","Read",0
"M2033128","Strawberry","Control","Read",0
"M20317208","Strawberry","Control","Read",0
"20321578","Strawberry","Control","Read",1
"M20311413","Strawberry","Control","Read",0
"M20301992","Strawberry","Control","Read",0
"M20322809","Strawberry","Control","Read",0
"M20324255","Strawberry","Control","Read",0
"M20321393","Tent","Control","Read",0
"20327605","Tent","Control","Read",1
"M20304792_AEM","Tent","Control","Read",0
"M20322809","Tent","Control","Read",0
"M20335574","Tent","Control","Read",0
"20321578","Tent","Control","Read",1
"M20320940","Tent","Control","Read",0
"20302746","Tent","Control","Read",0
"M20311413","Tent","Control","Read",0
"M20317208","Tent","Control","Read",0
"M20316111_ARD","Tent","Control","Read",0
"M20324255","Tent","Control","Read",0
"m20319677","Tent","Control","Read",0
"20322440","Tent","Control","Read",0
"M2033128","Tent","Control","Read",0
"M20327473","Tent","Control","Read",0
"M20301992","Tent","Control","Read",0
"M20323930","Tent","Control","Read",0
"m20335829","Tent","Control","Read",1
"M2033128","Wall","Control","Read",1
"M20316111_ARD","Wall","Control","Read",0
"M20327473","Wall","Control","Read",0
"20322440","Wall","Control","Read",0
"M20311413","Wall","Control","Read",0
"20321578","Wall","Control","Read",1
"M20323930","Wall","Control","Read",0
"M20322809","Wall","Control","Read",1
"m20335829","Wall","Control","Read",0
"M20304792_AEM","Wall","Control","Read",1
"M20320940","Wall","Control","Read",1
"20327605","Wall","Control","Read",1
"M20317208","Wall","Control","Read",0
"m20319677","Wall","Control","Read",0
"M20321393","Wall","Control","Read",1
"20302746","Wall","Control","Read",0
"M20301992","Wall","Control","Read",0
"M20335574","Wall","Control","Read",1
"M20324255","Wall","Control","Read",0
"20302746","Window","Control","Read",0
"m20319677","Window","Control","Read",0
"20321578","Window","Control","Read",1
"m20335829","Window","Control","Read",1
"M20322809","Window","Control","Read",0
"M20316111_ARD","Window","Control","Read",0
"M20335574","Window","Control","Read",0
"M20323930","Window","Control","Read",0
"M20301992","Window","Control","Read",0
"M20304792_AEM","Window","Control","Read",0
"M20320940","Window","Control","Read",1
"M2033128","Window","Control","Read",0
"M20317208","Window","Control","Read",0
"20327605","Window","Control","Read",0
"20322440","Window","Control","Read",0
"M20321393","Window","Control","Read",0
"M20324255","Window","Control","Read",0
"M20327473","Window","Control","Read",0
"M20311413","Window","Control","Read",0
"M2033128","Yellow","Control","Read",0
"20327605","Yellow","Control","Read",0
"M20321393","Yellow","Control","Read",0
"M20320940","Yellow","Control","Read",0
"M20311413","Yellow","Control","Read",0
"M20304792_AEM","Yellow","Control","Read",0
"m20335829","Yellow","Control","Read",0
"20302746","Yellow","Control","Read",1
"M20327473","Yellow","Control","Read",0
"m20319677","Yellow","Control","Read",0
"M20317208","Yellow","Control","Read",0
"M20301992","Yellow","Control","Read",0
"20321578","Yellow","Control","Read",0
"M20322809","Yellow","Control","Read",0
"M20316111_ARD","Yellow","Control","Read",0
"20322440","Yellow","Control","Read",0
"M20335574","Yellow","Control","Read",0
"M20323930","Yellow","Control","Read",0
"M20324255","Yellow","Control","Read",0
"M20312217","Ballet","Control","Read",0
"M20316458","Ballet","Control","Read",0
"M20321578","Ballet","Control","Read",0
"M20331846","Ballet","Control","Read",0
"M20316465","Ballet","Control","Read",0
"M20320646","Ballet","Control","Read",1
"M20334868","Ballet","Control","Read",0
"M20316526","Ballet","Control","Read",0
"20320535","Ballet","Control","Read",0
"m20322960","Ballet","Control","Read",0
"M20330179","Ballet","Control","Read",0
"M20317061","Ballet","Control","Read",0
"M20320375","Ballet","Control","Read",1
"M20329777","Ballet","Control","Read",0
"M20331128","Ballet","Control","Read",0
"M20316492!","Ballet","Control","Read",0
"M20319575","Ballet","Control","Read",0
"20320535","Bear","Control","Read",0
"M20316526","Bear","Control","Read",0
"M20329777","Bear","Control","Read",0
"M20312217","Bear","Control","Read",1
"M20319575","Bear","Control","Read",0
"M20316465","Bear","Control","Read",1
"M20316458","Bear","Control","Read",0
"m20322960","Bear","Control","Read",0
"M20317061","Bear","Control","Read",1
"M20316492!","Bear","Control","Read",0
"M20320646","Bear","Control","Read",1
"M20331846","Bear","Control","Read",0
"M20320375","Bear","Control","Read",1
"M20334868","Bear","Control","Read",0
"M20331128","Bear","Control","Read",1
"M20321578","Bear","Control","Read",1
"M20330179","Bear","Control","Read",0
"M20320375","Blue","Control","Read",0
"M20316465","Blue","Control","Read",0
"M20317061","Blue","Control","Read",0
"M20331846","Blue","Control","Read",0
"M20334868","Blue","Control","Read",0
"M20316526","Blue","Control","Read",1
"M20316492!","Blue","Control","Read",0
"M20329777","Blue","Control","Read",0
"M20321578","Blue","Control","Read",1
"M20312217","Blue","Control","Read",0
"20320535","Blue","Control","Read",0
"M20319575","Blue","Control","Read",0
"M20330179","Blue","Control","Read",0
"M20316458","Blue","Control","Read",0
"M20320646","Blue","Control","Read",0
"m20322960","Blue","Control","Read",0
"M20331128","Blue","Control","Read",0
"M20329777","Canyon","Control","Read",0
"M20312217","Canyon","Control","Read",0
"M20316492!","Canyon","Control","Read",0
"M20321578","Canyon","Control","Read",0
"M20316465","Canyon","Control","Read",1
"20320535","Canyon","Control","Read",0
"M20317061","Canyon","Control","Read",0
"M20316526","Canyon","Control","Read",0
"M20320646","Canyon","Control","Read",1
"M20319575","Canyon","Control","Read",0
"m20322960","Canyon","Control","Read",1
"M20320375","Canyon","Control","Read",1
"M20330179","Canyon","Control","Read",1
"M20331846","Canyon","Control","Read",0
"M20316458","Canyon","Control","Read",0
"M20334868","Canyon","Control","Read",0
"M20331128","Canyon","Control","Read",0
"M20320646","Cat","Control","Read",1
"M20316465","Cat","Control","Read",0
"M20331128","Cat","Control","Read",0
"M20330179","Cat","Control","Read",0
"M20329777","Cat","Control","Read",0
"m20322960","Cat","Control","Read",0
"M20316526","Cat","Control","Read",0
"M20316492!","Cat","Control","Read",0
"M20321578","Cat","Control","Read",1
"M20317061","Cat","Control","Read",0
"M20331846","Cat","Control","Read",0
"M20334868","Cat","Control","Read",0
"M20319575","Cat","Control","Read",0
"20320535","Cat","Control","Read",0
"M20316458","Cat","Control","Read",0
"M20312217","Cat","Control","Read",1
"M20320375","Cat","Control","Read",1
"20320535","Cave","Control","Read",0
"M20316465","Cave","Control","Read",1
"M20317061","Cave","Control","Read",1
"M20316492!","Cave","Control","Read",0
"M20312217","Cave","Control","Read",1
"M20320646","Cave","Control","Read",1
"M20329777","Cave","Control","Read",0
"M20316526","Cave","Control","Read",0
"M20316458","Cave","Control","Read",0
"M20331128","Cave","Control","Read",0
"M20334868","Cave","Control","Read",0
"m20322960","Cave","Control","Read",1
"M20330179","Cave","Control","Read",0
"M20321578","Cave","Control","Read",1
"M20331846","Cave","Control","Read",0
"M20319575","Cave","Control","Read",0
"M20320375","Cave","Control","Read",0
"M20312217","Cheetah","Control","Read",0
"M20330179","Cheetah","Control","Read",0
"M20320646","Cheetah","Control","Read",0
"M20316492!","Cheetah","Control","Read",0
"M20321578","Cheetah","Control","Read",0
"M20331846","Cheetah","Control","Read",0
"M20316458","Cheetah","Control","Read",0
"M20331128","Cheetah","Control","Read",1
"M20320375","Cheetah","Control","Read",0
"M20334868","Cheetah","Control","Read",0
"M20329777","Cheetah","Control","Read",0
"20320535","Cheetah","Control","Read",0
"M20319575","Cheetah","Control","Read",0
"M20316465","Cheetah","Control","Read",0
"M20316526","Cheetah","Control","Read",0
"m20322960","Cheetah","Control","Read",0
"M20317061","Cheetah","Control","Read",0
"M20316526","Cold","Control","Read",1
"M20331846","Cold","Control","Read",0
"M20312217","Cold","Control","Read",0
"M20319575","Cold","Control","Read",0
"M20329777","Cold","Control","Read",0
"M20317061","Cold","Control","Read",0
"M20330179","Cold","Control","Read",0
"M20316492!","Cold","Control","Read",0
"M20321578","Cold","Control","Read",1
"M20320375","Cold","Control","Read",1
"M20316465","Cold","Control","Read",1
"20320535","Cold","Control","Read",0
"M20320646","Cold","Control","Read",1
"M20316458","Cold","Control","Read",0
"M20334868","Cold","Control","Read",1
"m20322960","Cold","Control","Read",0
"M20331128","Cold","Control","Read",0
"M20312217","Computer","Control","Read",0
"M20331846","Computer","Control","Read",0
"M20321578","Computer","Control","Read",0
"M20316458","Computer","Control","Read",1
"M20316492!","Computer","Control","Read",0
"M20331128","Computer","Control","Read",1
"m20322960","Computer","Control","Read",1
"M20317061","Computer","Control","Read",0
"M20316526","Computer","Control","Read",1
"M20316465","Computer","Control","Read",1
"M20319575","Computer","Control","Read",1
"M20329777","Computer","Control","Read",1
"M20330179","Computer","Control","Read",0
"M20320375","Computer","Control","Read",1
"20320535","Computer","Control","Read",0
"M20334868","Computer","Control","Read",0
"M20320646","Computer","Control","Read",1
"M20331846","Cow","Control","Read",0
"M20330179","Cow","Control","Read",1
"M20331128","Cow","Control","Read",1
"M20334868","Cow","Control","Read",0
"M20312217","Cow","Control","Read",0
"M20316492!","Cow","Control","Read",0
"m20322960","Cow","Control","Read",1
"M20316526","Cow","Control","Read",0
"M20316465","Cow","Control","Read",1
"M20320646","Cow","Control","Read",1
"M20317061","Cow","Control","Read",0
"M20321578","Cow","Control","Read",0
"M20316458","Cow","Control","Read",0
"M20320375","Cow","Control","Read",1
"M20329777","Cow","Control","Read",0
"M20319575","Cow","Control","Read",1
"20320535","Cow","Control","Read",0
"M20319575","Cruise","Control","Read",0
"M20331846","Cruise","Control","Read",0
"M20321578","Cruise","Control","Read",0
"M20330179","Cruise","Control","Read",0
"M20320646","Cruise","Control","Read",0
"M20329777","Cruise","Control","Read",0
"M20316465","Cruise","Control","Read",0
"M20320375","Cruise","Control","Read",0
"M20331128","Cruise","Control","Read",1
"M20316492!","Cruise","Control","Read",0
"M20316458","Cruise","Control","Read",0
"M20312217","Cruise","Control","Read",0
"m20322960","Cruise","Control","Read",0
"20320535","Cruise","Control","Read",0
"M20316526","Cruise","Control","Read",0
"M20334868","Cruise","Control","Read",0
"M20317061","Cruise","Control","Read",0
"M20331846","Dollar","Control","Read",0
"M20320646","Dollar","Control","Read",0
"M20316526","Dollar","Control","Read",0
"20320535","Dollar","Control","Read",0
"M20329777","Dollar","Control","Read",0
"M20316458","Dollar","Control","Read",0
"M20331128","Dollar","Control","Read",0
"M20312217","Dollar","Control","Read",0
"m20322960","Dollar","Control","Read",1
"M20319575","Dollar","Control","Read",0
"M20330179","Dollar","Control","Read",0
"M20321578","Dollar","Control","Read",0
"M20316492!","Dollar","Control","Read",0
"M20316465","Dollar","Control","Read",0
"M20320375","Dollar","Control","Read",0
"M20317061","Dollar","Control","Read",0
"M20334868","Dollar","Control","Read",0
"M20329777","Donkey","Control","Read",0
"M20331128","Donkey","Control","Read",0
"M20316526","Donkey","Control","Read",0
"M20312217","Donkey","Control","Read",0
"M20330179","Donkey","Control","Read",0
"M20334868","Donkey","Control","Read",0
"M20316492!","Donkey","Control","Read",0
"M20319575","Donkey","Control","Read",0
"M20331846","Donkey","Control","Read",0
