"Username","Related","Unrelated","Encoding","experiment"
"63468b5809bf04222262bfed",3479.375,4260.29166666667,"read","1A"
"63d13d1465e0743b7b2b7962",2811.65217391304,1918.5652173913,"read","1A"
"63d3f953f8fb0fe970f0d0c6",2952.58333333333,3391.70833333333,"read","1A"
"63d3fd6116541b5031bd4a4d",4498.42857142857,3153.04166666667,"read","1A"
"641384b3dffcf39ec42d3c23",5218.54166666667,4750.16666666667,"read","1A"
"64217d8202361ad4dbed3596",2737.91304347826,2833.25,"read","1A"
"6430c599f0887cb443f8da9a",1561.41666666667,1767.79166666667,"read","1A"
"651ecfc85b8f6a0221066ece",5784.17647058824,5574.26086956522,"read","1A"
"651eed47e2629fcb9159b68c",3145,2611.875,"read","1A"
"652435bfb2930ba6d0c29bcf",2435.41666666667,2449.82608695652,"read","1A"
"653cd7c97da5636bc74b4257",2079.125,1829.29166666667,"read","1A"
"654e9cd39c85c318df8606da",2506.29166666667,2527.70833333333,"read","1A"
"6551076eb7c97ca76c867cf3",2318.25,2179.75,"read","1A"
"656508f63de01365c026b91a",2265.08333333333,1813.66666666667,"read","1A"
"6577160267390ce01afc7fad",2547.25,2578.20833333333,"read","1A"
