"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL","Direction","Encoding","scored"
"M20323585","Banana","Control",NA,"Control","Item_JOL",0
"M40324880","Banana","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Basement","Control",NA,"Control","Item_JOL",1
"M20323585","Basement","Control",NA,"Control","Item_JOL",0
"M20291305","Basement","Control",NA,"Control","Item_JOL",1
"20328171","Basement","Control",NA,"Control","Item_JOL",1
"M20324618","Basement","Control",NA,"Control","Item_JOL",1
"M20276467","Basement","Control",NA,"Control","Item_JOL",0
"M40324880","Basement","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Basement","Control",NA,"Control","Item_JOL",1
"M20324775","Basement","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Basement","Control",NA,"Control","Item_JOL",1
"M20309742","Basement","Control",NA,"Control","Item_JOL",1
"M20291305","Basket","Control",NA,"Control","Item_JOL",1
"M20324775","Basket","Control",NA,"Control","Item_JOL",1
"M40324880","Basket","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Basket","Control",NA,"Control","Item_JOL",1
"M20276467","Basket","Control",NA,"Control","Item_JOL",1
"M20309742","Basket","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Basket","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Basket","Control",NA,"Control","Item_JOL",1
"M20323585","Basket","Control",NA,"Control","Item_JOL",1
"M20324618","Basket","Control",NA,"Control","Item_JOL",1
"20328171","Basket","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Bathroom","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Bathroom","Control",NA,"Control","Item_JOL",1
"M20324775","Bathroom","Control",NA,"Control","Item_JOL",1
"M20324618","Bathroom","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Bathroom","Control",NA,"Control","Item_JOL",1
"M40324880","Bathroom","Control",NA,"Control","Item_JOL",1
"M20276467","Bathroom","Control",NA,"Control","Item_JOL",0
"M20309742","Bathroom","Control",NA,"Control","Item_JOL",1
"M20291305","Bathroom","Control",NA,"Control","Item_JOL",1
"M20323585","Bathroom","Control",NA,"Control","Item_JOL",1
"20328171","Bathroom","Control",NA,"Control","Item_JOL",1
"M20309742","Bean","Control",NA,"Control","Item_JOL",1
"M40324880","Bean","Control",NA,"Control","Item_JOL",1
"M20323585","Bean","Control",NA,"Control","Item_JOL",0
"M20322694_ALB","Bean","Control",NA,"Control","Item_JOL",1
"M20324618","Bean","Control",NA,"Control","Item_JOL",1
"M20291305","Bean","Control",NA,"Control","Item_JOL",1
"M20276467","Bean","Control",NA,"Control","Item_JOL",1
"20328171","Bean","Control",NA,"Control","Item_JOL",1
"M20324775","Bean","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Bean","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Bean","Control",NA,"Control","Item_JOL",1
"M20309742","Bear","Presented",NA,"Related","Item_JOL",0
"M20324618","Bear","Presented",NA,"Related","Item_JOL",1
"20328171","Bear","Presented",NA,"Related","Item_JOL",0
"M20322694_ALB","Bear","Presented",NA,"Related","Item_JOL",1
"M20324775","Bear","Presented",NA,"Related","Item_JOL",1
"M20323585","Bear","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Bear","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Bear","Presented",NA,"Related","Item_JOL",0
"M40324880","Bear","Presented",NA,"Related","Item_JOL",1
"M20291305","Bear","Presented",NA,"Related","Item_JOL",0
"M20276467","Bear","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Bed","Control",NA,"Control","Item_JOL",1
"M20324618","Bed","Control",NA,"Control","Item_JOL",1
"M20324775","Bed","Control",NA,"Control","Item_JOL",1
"M20276467","Bed","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Bed","Control",NA,"Control","Item_JOL",1
"M20291305","Bed","Control",NA,"Control","Item_JOL",1
"M20323585","Bed","Control",NA,"Control","Item_JOL",1
"M20309742","Bed","Control",NA,"Control","Item_JOL",1
"20328171","Bed","Control",NA,"Control","Item_JOL",1
"M40324880","Bed","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Bed","Control",NA,"Control","Item_JOL",1
"M20324775","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Blue","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Blue","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Canyon","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Canyon","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Canyon","Presented",NA,"Related","Item_JOL",1
"M20291305","Canyon","Presented",NA,"Related","Item_JOL",1
"M20309742","Canyon","Presented",NA,"Related","Item_JOL",0
"M20276467","Canyon","Presented",NA,"Related","Item_JOL",1
"M20324775","Canyon","Presented",NA,"Related","Item_JOL",1
"M20323585","Canyon","Presented",NA,"Related","Item_JOL",1
"M20324618","Canyon","Presented",NA,"Related","Item_JOL",1
"M40324880","Canyon","Presented",NA,"Related","Item_JOL",1
"20328171","Canyon","Presented",NA,"Related","Item_JOL",1
"M20276467","Card","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Card","Control",NA,"Control","Item_JOL",1
"M20291305","Card","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Card","Control",NA,"Control","Item_JOL",1
"M20324775","Card","Control",NA,"Control","Item_JOL",1
"M20323585","Card","Control",NA,"Control","Item_JOL",1
"20328171","Card","Control",NA,"Control","Item_JOL",1
"M20309742","Card","Control",NA,"Control","Item_JOL",1
"M40324880","Card","Control",NA,"Control","Item_JOL",1
"M20324618","Card","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Card","Control",NA,"Control","Item_JOL",1
"20328171","Cat","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Cat","Presented",NA,"Related","Item_JOL",1
"M20291305","Cat","Presented",NA,"Related","Item_JOL",1
"M20324618","Cat","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Cat","Presented",NA,"Related","Item_JOL",1
"M20276467","Cat","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Cat","Presented",NA,"Related","Item_JOL",1
"M20323585","Cat","Presented",NA,"Related","Item_JOL",1
"M40324880","Cat","Presented",NA,"Related","Item_JOL",0
"M20309742","Cat","Presented",NA,"Related","Item_JOL",1
"M20324775","Cat","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Cave","Presented",NA,"Related","Item_JOL",1
"M20276467","Cave","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Cave","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Cave","Presented",NA,"Related","Item_JOL",1
"M20324775","Cave","Presented",NA,"Related","Item_JOL",1
"M20324618","Cave","Presented",NA,"Related","Item_JOL",1
"M20323585","Cave","Presented",NA,"Related","Item_JOL",1
"M20291305","Cave","Presented",NA,"Related","Item_JOL",1
"20328171","Cave","Presented",NA,"Related","Item_JOL",1
"M40324880","Cave","Presented",NA,"Related","Item_JOL",1
"M20309742","Cave","Presented",NA,"Related","Item_JOL",1
"M20324618","Ceiling","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Ceiling","Control",NA,"Control","Item_JOL",1
"20328171","Ceiling","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Ceiling","Control",NA,"Control","Item_JOL",1
"M20324775","Ceiling","Control",NA,"Control","Item_JOL",1
"M20323585","Ceiling","Control",NA,"Control","Item_JOL",1
"M40324880","Ceiling","Control",NA,"Control","Item_JOL",1
"M20291305","Ceiling","Control",NA,"Control","Item_JOL",0
"M20309742","Ceiling","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Ceiling","Control",NA,"Control","Item_JOL",1
"M20276467","Ceiling","Control",NA,"Control","Item_JOL",0
"M20276467","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20291305","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20324775","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20309742","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20324618","Cheetah","Presented",NA,"Related","Item_JOL",1
"M40324880","Cheetah","Presented",NA,"Related","Item_JOL",1
"20328171","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20323585","Cheetah","Presented",NA,"Related","Item_JOL",1
"M20324775","Cherry","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Cherry","Control",NA,"Control","Item_JOL",1
"M40324880","Cherry","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Cherry","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Cherry","Control",NA,"Control","Item_JOL",1
"20328171","Cherry","Control",NA,"Control","Item_JOL",1
"M20291305","Cherry","Control",NA,"Control","Item_JOL",1
"M20276467","Cherry","Control",NA,"Control","Item_JOL",1
"M20323585","Cherry","Control",NA,"Control","Item_JOL",1
"M20324618","Cherry","Control",NA,"Control","Item_JOL",1
"M20309742","Cherry","Control",NA,"Control","Item_JOL",1
"M20291305","Cloud","Control",NA,"Control","Item_JOL",1
"M20324618","Cloud","Control",NA,"Control","Item_JOL",1
"20328171","Cloud","Control",NA,"Control","Item_JOL",1
"M20324775","Cloud","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Cloud","Control",NA,"Control","Item_JOL",1
"M20323585","Cloud","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Cloud","Control",NA,"Control","Item_JOL",1
"M20309742","Cloud","Control",NA,"Control","Item_JOL",1
"M20276467","Cloud","Control",NA,"Control","Item_JOL",1
"M40324880","Cloud","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Cloud","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Cold","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Cold","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Cold","Presented",NA,"Unrelated","Item_JOL",0
"20328171","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Computer","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Cook","Control",NA,"Control","Item_JOL",1
"M40324880","Cook","Control",NA,"Control","Item_JOL",0
"M20291305","Cook","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Cook","Control",NA,"Control","Item_JOL",1
"20328171","Cook","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Cook","Control",NA,"Control","Item_JOL",1
"M20309742","Cook","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Cook","Control",NA,"Control","Item_JOL",1
"M20324618","Cook","Control",NA,"Control","Item_JOL",1
"M20276467","Cook","Control",NA,"Control","Item_JOL",1
"M20323585","Cook","Control",NA,"Control","Item_JOL",0
"M20323585","Cow","Presented",NA,"Related","Item_JOL",1
"M20324618","Cow","Presented",NA,"Related","Item_JOL",1
"M20276467","Cow","Presented",NA,"Related","Item_JOL",1
"M20309742","Cow","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Cow","Presented",NA,"Related","Item_JOL",1
"20328171","Cow","Presented",NA,"Related","Item_JOL",1
"M20291305","Cow","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Cow","Presented",NA,"Related","Item_JOL",1
"M40324880","Cow","Presented",NA,"Related","Item_JOL",1
"M20324775","Cow","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Cow","Presented",NA,"Related","Item_JOL",1
"M20324775","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Cruise","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Dirt","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Dirt","Control",NA,"Control","Item_JOL",1
"M40324880","Dirt","Control",NA,"Control","Item_JOL",1
"M20309742","Dirt","Control",NA,"Control","Item_JOL",1
"M20324775","Dirt","Control",NA,"Control","Item_JOL",1
"M20324618","Dirt","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Dirt","Control",NA,"Control","Item_JOL",1
"M20276467","Dirt","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Dirt","Control",NA,"Control","Item_JOL",1
"M20323585","Dirt","Control",NA,"Control","Item_JOL",0
"M20291305","Dirt","Control",NA,"Control","Item_JOL",1
"20328171","Document","Control",NA,"Control","Item_JOL",1
"M40324880","Document","Control",NA,"Control","Item_JOL",1
"M20309742","Document","Control",NA,"Control","Item_JOL",1
"M20324618","Document","Control",NA,"Control","Item_JOL",1
"M20323585","Document","Control",NA,"Control","Item_JOL",1
"M20276467","Document","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Document","Control",NA,"Control","Item_JOL",1
"M20291305","Document","Control",NA,"Control","Item_JOL",1
"M20324775","Document","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Document","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Document","Control",NA,"Control","Item_JOL",1
"M20324775","Dollar","Presented",NA,"Unrelated","Item_JOL",0
"M40324880","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Dollar","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Donkey","Presented",NA,"Related","Item_JOL",0
"M20291305","Donkey","Presented",NA,"Related","Item_JOL",1
"M20323585","Donkey","Presented",NA,"Related","Item_JOL",1
"M20276467","Donkey","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Donkey","Presented",NA,"Related","Item_JOL",1
"M20324618","Donkey","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Donkey","Presented",NA,"Related","Item_JOL",1
"20328171","Donkey","Presented",NA,"Related","Item_JOL",1
"M20309742","Donkey","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Donkey","Presented",NA,"Related","Item_JOL",1
"M20324775","Donkey","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Door","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Door","Control",NA,"Control","Item_JOL",1
"M20291305","Door","Control",NA,"Control","Item_JOL",1
"20328171","Door","Control",NA,"Control","Item_JOL",1
"M20324618","Door","Control",NA,"Control","Item_JOL",1
"M40324880","Door","Control",NA,"Control","Item_JOL",0
"M20309742","Door","Control",NA,"Control","Item_JOL",1
"M20323585","Door","Control",NA,"Control","Item_JOL",0
"M20276452_TBT","Door","Control",NA,"Control","Item_JOL",1
"M20324775","Door","Control",NA,"Control","Item_JOL",1
"M20276467","Door","Control",NA,"Control","Item_JOL",0
"M20276467","Drill","Control",NA,"Control","Item_JOL",1
"20328171","Drill","Control",NA,"Control","Item_JOL",1
"M20324618","Drill","Control",NA,"Control","Item_JOL",1
"M20309742","Drill","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Drill","Control",NA,"Control","Item_JOL",1
"M20323585","Drill","Control",NA,"Control","Item_JOL",1
"M20291305","Drill","Control",NA,"Control","Item_JOL",1
"M20324775","Drill","Control",NA,"Control","Item_JOL",1
"M40324880","Drill","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Drill","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Drill","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Elephant","Presented",NA,"Related","Item_JOL",1
"M20324775","Elephant","Presented",NA,"Related","Item_JOL",1
"20328171","Elephant","Presented",NA,"Related","Item_JOL",1
"M20323585","Elephant","Presented",NA,"Related","Item_JOL",1
"M20291305","Elephant","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Elephant","Presented",NA,"Related","Item_JOL",1
"M20276467","Elephant","Presented",NA,"Related","Item_JOL",1
"M20324618","Elephant","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Elephant","Presented",NA,"Related","Item_JOL",1
"M40324880","Elephant","Presented",NA,"Related","Item_JOL",1
"M20309742","Elephant","Presented",NA,"Related","Item_JOL",1
"M20276467","Elevator","Control",NA,"Control","Item_JOL",0
"M20324775","Elevator","Control",NA,"Control","Item_JOL",1
"M20324618","Elevator","Control",NA,"Control","Item_JOL",1
"20328171","Elevator","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Elevator","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Elevator","Control",NA,"Control","Item_JOL",1
"M20309742","Elevator","Control",NA,"Control","Item_JOL",1
"M40324880","Elevator","Control",NA,"Control","Item_JOL",1
"M20291305","Elevator","Control",NA,"Control","Item_JOL",1
"M20323585","Elevator","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Elevator","Control",NA,"Control","Item_JOL",1
"M20309742","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Eye","Presented",NA,"Unrelated","Item_JOL",0
"M20276467","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Eye","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Eye","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Flea","Control",NA,"Control","Item_JOL",1
"M20309742","Flea","Control",NA,"Control","Item_JOL",1
"M20291305","Flea","Control",NA,"Control","Item_JOL",0
"20328171","Flea","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Flea","Control",NA,"Control","Item_JOL",1
"M40324880","Flea","Control",NA,"Control","Item_JOL",1
"M20324618","Flea","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Flea","Control",NA,"Control","Item_JOL",1
"M20276467","Flea","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Flea","Control",NA,"Control","Item_JOL",1
"M20324775","Flea","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Floor","Control",NA,"Control","Item_JOL",1
"M20276467","Floor","Control",NA,"Control","Item_JOL",1
"M40324880","Floor","Control",NA,"Control","Item_JOL",1
"20328171","Floor","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Floor","Control",NA,"Control","Item_JOL",1
"M20324775","Floor","Control",NA,"Control","Item_JOL",1
"M20309742","Floor","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Floor","Control",NA,"Control","Item_JOL",1
"M20323585","Floor","Control",NA,"Control","Item_JOL",1
"M20291305","Floor","Control",NA,"Control","Item_JOL",1
"M20324618","Floor","Control",NA,"Control","Item_JOL",1
"M20324775","Flute","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Flute","Control",NA,"Control","Item_JOL",1
"M20323585","Flute","Control",NA,"Control","Item_JOL",1
"M20276467","Flute","Control",NA,"Control","Item_JOL",1
"M20324618","Flute","Control",NA,"Control","Item_JOL",1
"M20291305","Flute","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Flute","Control",NA,"Control","Item_JOL",1
"20328171","Flute","Control",NA,"Control","Item_JOL",1
"M40324880","Flute","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Flute","Control",NA,"Control","Item_JOL",1
"M20309742","Flute","Control",NA,"Control","Item_JOL",1
"M20323585","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Fly","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Fly","Presented",NA,"Unrelated","Item_JOL",0
"M40324880","Fly","Presented",NA,"Unrelated","Item_JOL",0
"M20324775","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Fly","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Fossil","Control",NA,"Control","Item_JOL",1
"M20323585","Fossil","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Fossil","Control",NA,"Control","Item_JOL",1
"M20276467","Fossil","Control",NA,"Control","Item_JOL",1
"M20324775","Fossil","Control",NA,"Control","Item_JOL",1
"M20324618","Fossil","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Fossil","Control",NA,"Control","Item_JOL",1
"M20309742","Fossil","Control",NA,"Control","Item_JOL",0
"20328171","Fossil","Control",NA,"Control","Item_JOL",1
"M40324880","Fossil","Control",NA,"Control","Item_JOL",1
"M20291305","Fossil","Control",NA,"Control","Item_JOL",1
"M20324775","Frog","Control",NA,"Control","Item_JOL",1
"M20309742","Frog","Control",NA,"Control","Item_JOL",1
"M20323585","Frog","Control",NA,"Control","Item_JOL",1
"20328171","Frog","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Frog","Control",NA,"Control","Item_JOL",1
"M40324880","Frog","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Frog","Control",NA,"Control","Item_JOL",1
"M20324618","Frog","Control",NA,"Control","Item_JOL",0
"M20291305","Frog","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Frog","Control",NA,"Control","Item_JOL",1
"M20276467","Frog","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Girraffe","Presented",NA,"Related","Item_JOL",1
"M40324880","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Girraffe","Presented",NA,"Related","Item_JOL",1
"20328171","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20324775","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20309742","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20324618","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20323585","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20291305","Girraffe","Presented",NA,"Related","Item_JOL",1
"M20276467","Girraffe","Presented",NA,"Related","Item_JOL",0
"M20322694_ALB","Glacier","Presented",NA,"Related","Item_JOL",1
"M20276467","Glacier","Presented",NA,"Related","Item_JOL",1
"M20291305","Glacier","Presented",NA,"Related","Item_JOL",1
