"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.Response","Direction","Encoding","scored"
"M20319575","Sandal","Control","Control","Control","Read",1
"M20329777","Sandal","Control","Control","Control","Read",1
"M20316465","Shark","Control","Control","Control","Read",1
"M20320646","Shark","Control","Presented","Control","Read",0
"M20316458","Shark","Control","Control","Control","Read",1
"M20316526","Shark","Control","Control","Control","Read",1
"M20331846","Shark","Control","Control","Control","Read",1
"m20322960","Shark","Control","Control","Control","Read",1
"M20319575","Shark","Control","Control","Control","Read",1
"M20331128","Shark","Control","Presented","Control","Read",0
"M20316492!","Shark","Control","Control","Control","Read",1
"M20329777","Shark","Control","Control","Control","Read",1
"M20320375","Shark","Control","Presented","Control","Read",0
"M20319575","Shirt","Presented","Presented","Unrelated","Read",1
"M20316465","Shirt","Presented","Presented","Unrelated","Read",1
"M20329777","Shirt","Presented","Presented","Unrelated","Read",1
"M20320375","Shirt","Presented","Presented","Unrelated","Read",1
"M20331846","Shirt","Presented","Presented","Unrelated","Read",1
"M20320646","Shirt","Presented","Presented","Unrelated","Read",1
"M20331128","Shirt","Presented","Presented","Unrelated","Read",1
"M20316492!","Shirt","Presented","Control","Unrelated","Read",0
"M20316458","Shirt","Presented","Presented","Unrelated","Read",1
"M20316526","Shirt","Presented","Presented","Unrelated","Read",1
"m20322960","Shirt","Presented","Presented","Unrelated","Read",1
"M20320646","Slow","Presented","Presented","Unrelated","Read",1
"M20316458","Slow","Presented","Control","Unrelated","Read",0
"M20320375","Slow","Presented","Control","Unrelated","Read",0
"m20322960","Slow","Presented","Control","Unrelated","Read",0
"M20331846","Slow","Presented","Presented","Unrelated","Read",1
"M20331128","Slow","Presented","Control","Unrelated","Read",0
"M20329777","Slow","Presented","Control","Unrelated","Read",0
"M20316492!","Slow","Presented","Control","Unrelated","Read",0
"M20316465","Slow","Presented","Presented","Unrelated","Read",1
"M20319575","Slow","Presented","Control","Unrelated","Read",0
"M20316526","Slow","Presented","Control","Unrelated","Read",0
"M20331846","Stairs","Presented","Presented","Related","Read",1
"M20316492!","Stairs","Presented","Presented","Related","Read",1
"M20316465","Stairs","Presented","Control","Related","Read",0
"M20320375","Stairs","Presented","Control","Related","Read",0
"M20331128","Stairs","Presented","Presented","Related","Read",1
"M20320646","Stairs","Presented","Presented","Related","Read",1
"M20329777","Stairs","Presented","Control","Related","Read",0
"M20316526","Stairs","Presented","Presented","Related","Read",1
"m20322960","Stairs","Presented","Presented","Related","Read",1
"M20319575","Stairs","Presented","Presented","Related","Read",1
"M20316458","Stairs","Presented","Presented","Related","Read",1
"M20331128","Strawberry","Presented","Presented","Related","Read",1
"M20316492!","Strawberry","Presented","Presented","Related","Read",1
"M20320375","Strawberry","Presented","Presented","Related","Read",1
"M20316526","Strawberry","Presented","Presented","Related","Read",1
"M20331846","Strawberry","Presented","Presented","Related","Read",1
"m20322960","Strawberry","Presented","Presented","Related","Read",1
"M20316465","Strawberry","Presented","Presented","Related","Read",1
"M20329777","Strawberry","Presented","Presented","Related","Read",1
"M20320646","Strawberry","Presented","Presented","Related","Read",1
"M20316458","Strawberry","Presented","Presented","Related","Read",1
"M20319575","Strawberry","Presented","Presented","Related","Read",1
"M20329777","Student","Control","Control","Control","Read",1
"M20319575","Student","Control","Control","Control","Read",1
"m20322960","Student","Control","Control","Control","Read",1
"M20316526","Student","Control","Control","Control","Read",1
"M20320375","Student","Control","Presented","Control","Read",0
"M20316492!","Student","Control","Control","Control","Read",1
"M20320646","Student","Control","Presented","Control","Read",0
"M20331128","Student","Control","Control","Control","Read",1
"M20316458","Student","Control","Control","Control","Read",1
"M20316465","Student","Control","Control","Control","Read",1
"M20331846","Student","Control","Control","Control","Read",1
"M20316458","Tea","Control","Control","Control","Read",1
"M20331846","Tea","Control","Control","Control","Read",1
"M20320375","Tea","Control","Control","Control","Read",1
"M20320646","Tea","Control","Presented","Control","Read",0
"M20329777","Tea","Control","Control","Control","Read",1
"M20316526","Tea","Control","Presented","Control","Read",0
"M20331128","Tea","Control","Control","Control","Read",1
"M20319575","Tea","Control","Control","Control","Read",1
"M20316492!","Tea","Control","Presented","Control","Read",0
"M20316465","Tea","Control","Presented","Control","Read",0
"m20322960","Tea","Control","Presented","Control","Read",0
"M20331128","Tent","Presented","Presented","Unrelated","Read",1
"M20316526","Tent","Presented","Presented","Unrelated","Read",1
"M20320375","Tent","Presented","Control","Unrelated","Read",0
"M20329777","Tent","Presented","Control","Unrelated","Read",0
"M20320646","Tent","Presented","Presented","Unrelated","Read",1
"M20316465","Tent","Presented","Presented","Unrelated","Read",1
"M20316492!","Tent","Presented","Presented","Unrelated","Read",1
"M20319575","Tent","Presented","Control","Unrelated","Read",0
"M20316458","Tent","Presented","Presented","Unrelated","Read",1
"m20322960","Tent","Presented","Control","Unrelated","Read",0
"M20331846","Tent","Presented","Presented","Unrelated","Read",1
"M20316465","Tiger","Control","Control","Control","Read",1
"M20316492!","Tiger","Control","Control","Control","Read",1
"M20319575","Tiger","Control","Control","Control","Read",1
"m20322960","Tiger","Control","Control","Control","Read",1
"M20316458","Tiger","Control","Control","Control","Read",1
"M20316526","Tiger","Control","Control","Control","Read",1
"M20320646","Tiger","Control","Presented","Control","Read",0
"M20320375","Tiger","Control","Presented","Control","Read",0
"M20329777","Tiger","Control","Presented","Control","Read",0
"M20331128","Tiger","Control","Presented","Control","Read",0
"M20331846","Tiger","Control","Control","Control","Read",1
"M20331128","Tulip","Control","Presented","Control","Read",0
"M20316526","Tulip","Control","Control","Control","Read",1
"M20319575","Tulip","Control","Control","Control","Read",1
"M20316458","Tulip","Control","Control","Control","Read",1
"M20316492!","Tulip","Control","Control","Control","Read",1
"M20316465","Tulip","Control","Control","Control","Read",1
"m20322960","Tulip","Control","Presented","Control","Read",0
"M20320646","Tulip","Control","Control","Control","Read",1
"M20320375","Tulip","Control","Control","Control","Read",1
"M20329777","Tulip","Control","Control","Control","Read",1
"M20331846","Tulip","Control","Control","Control","Read",1
"M20316458","Valley","Control","Control","Control","Read",1
"M20319575","Valley","Control","Control","Control","Read",1
"M20316526","Valley","Control","Control","Control","Read",1
"M20331846","Valley","Control","Control","Control","Read",1
"M20329777","Valley","Control","Control","Control","Read",1
"M20316492!","Valley","Control","Control","Control","Read",1
"M20320375","Valley","Control","Control","Control","Read",1
"M20316465","Valley","Control","Presented","Control","Read",0
"M20331128","Valley","Control","Control","Control","Read",1
"m20322960","Valley","Control","Control","Control","Read",1
"M20320646","Valley","Control","Presented","Control","Read",0
"M20320646","Viper","Control","Control","Control","Read",1
"M20331128","Viper","Control","Presented","Control","Read",0
"M20316458","Viper","Control","Control","Control","Read",1
"M20319575","Viper","Control","Control","Control","Read",1
"M20316465","Viper","Control","Control","Control","Read",1
"m20322960","Viper","Control","Control","Control","Read",1
"M20316526","Viper","Control","Control","Control","Read",1
"M20320375","Viper","Control","Control","Control","Read",1
"M20316492!","Viper","Control","Control","Control","Read",1
"M20331846","Viper","Control","Control","Control","Read",1
"M20329777","Viper","Control","Control","Control","Read",1
"M20316492!","Volcano","Control","Control","Control","Read",1
"M20331846","Volcano","Control","Control","Control","Read",1
"M20316465","Volcano","Control","Control","Control","Read",1
"M20316458","Volcano","Control","Control","Control","Read",1
"M20320375","Volcano","Control","Control","Control","Read",1
"M20320646","Volcano","Control","Presented","Control","Read",0
"M20329777","Volcano","Control","Control","Control","Read",1
"m20322960","Volcano","Control","Control","Control","Read",1
"M20331128","Volcano","Control","Control","Control","Read",1
"M20316526","Volcano","Control","Control","Control","Read",1
"M20319575","Volcano","Control","Presented","Control","Read",0
"M20331846","Wall","Presented","Presented","Related","Read",1
"M20316465","Wall","Presented","Presented","Related","Read",1
"M20316492!","Wall","Presented","Presented","Related","Read",1
"M20320375","Wall","Presented","Control","Related","Read",0
"M20320646","Wall","Presented","Presented","Related","Read",1
"M20329777","Wall","Presented","Presented","Related","Read",1
"M20331128","Wall","Presented","Presented","Related","Read",1
"m20322960","Wall","Presented","Presented","Related","Read",1
"M20316458","Wall","Presented","Presented","Related","Read",1
"M20316526","Wall","Presented","Presented","Related","Read",1
"M20319575","Wall","Presented","Presented","Related","Read",1
"M20316458","Window","Presented","Presented","Related","Read",1
"m20322960","Window","Presented","Presented","Related","Read",1
"M20316492!","Window","Presented","Presented","Related","Read",1
"M20316465","Window","Presented","Control","Related","Read",0
"M20329777","Window","Presented","Control","Related","Read",0
"M20331846","Window","Presented","Presented","Related","Read",1
"M20319575","Window","Presented","Presented","Related","Read",1
"M20316526","Window","Presented","Presented","Related","Read",1
"M20320646","Window","Presented","Presented","Related","Read",1
"M20320375","Window","Presented","Presented","Related","Read",1
"M20331128","Window","Presented","Presented","Related","Read",1
"M20331128","Wolf","Control","Control","Control","Read",1
"M20319575","Wolf","Control","Control","Control","Read",1
"M20320646","Wolf","Control","Control","Control","Read",1
"M20331846","Wolf","Control","Control","Control","Read",1
"M20316492!","Wolf","Control","Control","Control","Read",1
"M20320375","Wolf","Control","Control","Control","Read",1
"m20322960","Wolf","Control","Control","Control","Read",1
"M20316465","Wolf","Control","Control","Control","Read",1
"M20316458","Wolf","Control","Control","Control","Read",1
"M20316526","Wolf","Control","Control","Control","Read",1
"M20329777","Wolf","Control","Control","Control","Read",1
"M20316526","Yellow","Presented","Presented","Unrelated","Read",1
"M20319575","Yellow","Presented","Presented","Unrelated","Read",1
"M20331128","Yellow","Presented","Presented","Unrelated","Read",1
"M20331846","Yellow","Presented","Presented","Unrelated","Read",1
"M20329777","Yellow","Presented","Presented","Unrelated","Read",1
"M20316492!","Yellow","Presented","Presented","Unrelated","Read",1
"M20320375","Yellow","Presented","Presented","Unrelated","Read",1
"M20316458","Yellow","Presented","Control","Unrelated","Read",0
"M20320646","Yellow","Presented","Presented","Unrelated","Read",1
"m20322960","Yellow","Presented","Presented","Unrelated","Read",1
"M20316465","Yellow","Presented","Presented","Unrelated","Read",1
"M20319575","Zebra","Control","Control","Control","Read",1
"M20320646","Zebra","Control","Presented","Control","Read",0
"M20316526","Zebra","Control","Control","Control","Read",1
"M20331846","Zebra","Control","Control","Control","Read",1
"m20322960","Zebra","Control","Presented","Control","Read",0
"M20316492!","Zebra","Control","Control","Control","Read",1
"M20316458","Zebra","Control","Control","Control","Read",1
"M20320375","Zebra","Control","Presented","Control","Read",0
"M20316465","Zebra","Control","Control","Control","Read",1
"M20331128","Zebra","Control","Presented","Control","Read",0
"M20329777","Zebra","Control","Control","Control","Read",1
