Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD
Vt,1,1,0,0,0.02,0.301,0.01,0.301
Vulcan,150,36,2,2,2.94,2.179,0.43,1.5682
vulcanise,2,2,2,2,0.04,0.4771,0.02,0.4771
vulcanised,1,1,1,1,0.02,0.301,0.01,0.301
vulcanize,2,1,1,1,0.04,0.4771,0.01,0.301
vulcanized,8,4,8,4,0.16,0.9542,0.05,0.699
vulcanizing,1,1,1,1,0.02,0.301,0.01,0.301
vulgar,167,147,163,144,3.27,2.2253,1.75,2.1703
vulgarest,2,1,2,1,0.04,0.4771,0.01,0.301
vulgarian,4,3,4,3,0.08,0.699,0.04,0.6021
Vulgarism,2,2,0,0,0.04,0.4771,0.02,0.4771
vulgarities,5,5,5,5,0.1,0.7782,0.06,0.7782
vulgarity,18,16,18,16,0.35,1.2788,0.19,1.2304
vulgarly,1,1,1,1,0.02,0.301,0.01,0.301
Vulgate,4,1,0,0,0.08,0.699,0.01,0.301
vulnerabilities,3,3,3,3,0.06,0.6021,0.04,0.6021
vulnerability,41,38,41,38,0.8,1.6232,0.45,1.5911
vulnerable,437,387,425,382,8.57,2.6415,4.61,2.5888
vulture,90,64,66,60,1.76,1.959,0.76,1.8129
vultures,115,95,95,86,2.25,2.0645,1.13,1.9823
vulturous,1,1,1,1,0.02,0.301,0.01,0.301
vulva,6,4,6,4,0.12,0.8451,0.05,0.699
vying,14,14,14,14,0.27,1.1761,0.17,1.1761
W,1099,498,236,109,21.55,3.0414,5.94,2.6981
Wa,123,66,58,43,2.41,2.0934,0.79,1.8261
Waar,1,1,0,0,0.02,0.301,0.01,0.301
wabe,2,1,2,1,0.04,0.4771,0.01,0.301
Wac,12,9,1,1,0.24,1.1139,0.11,1
wack,87,37,53,35,1.71,1.9445,0.44,1.5798
Wacker,26,10,1,1,0.51,1.4314,0.12,1.0414
wackier,2,2,2,2,0.04,0.4771,0.02,0.4771
wackiness,2,2,2,2,0.04,0.4771,0.02,0.4771
wacko,141,110,123,100,2.76,2.1523,1.31,2.0453
wackos,25,22,21,19,0.49,1.415,0.26,1.3617
wacks,2,1,2,1,0.04,0.4771,0.01,0.301
wacky,164,114,128,107,3.22,2.2175,1.36,2.0607
Wacs,2,2,0,0,0.04,0.4771,0.02,0.4771
wad,89,77,80,72,1.75,1.9542,0.92,1.8921
wadded,4,4,4,4,0.08,0.699,0.05,0.699
waddies,2,2,2,2,0.04,0.4771,0.02,0.4771
wadding,6,4,5,3,0.12,0.8451,0.05,0.699
waddle,23,15,22,14,0.45,1.3802,0.18,1.2041
waddled,1,1,1,1,0.02,0.301,0.01,0.301
waddles,4,3,4,3,0.08,0.699,0.04,0.6021
waddling,6,5,5,4,0.12,0.8451,0.06,0.7782
Waddy,1,1,0,0,0.02,0.301,0.01,0.301
Wade,840,120,26,25,16.47,2.9248,1.43,2.0828
waded,11,10,11,10,0.22,1.0792,0.12,1.0414
wader,1,1,1,1,0.02,0.301,0.01,0.301
waders,16,11,16,11,0.31,1.2304,0.13,1.0792
wades,4,4,2,2,0.08,0.699,0.05,0.699
Wadi,3,3,1,1,0.06,0.6021,0.04,0.6021
wading,34,30,31,30,0.67,1.5441,0.36,1.4914
wads,9,7,8,6,0.18,1,0.08,0.9031
Waf,1,1,0,0,0.02,0.301,0.01,0.301
wafer,15,11,14,10,0.29,1.2041,0.13,1.0792
wafers,16,15,14,13,0.31,1.2304,0.18,1.2041
waffing,1,1,1,1,0.02,0.301,0.01,0.301
waffle,108,71,79,57,2.12,2.0374,0.85,1.8573
Waffler,2,1,0,0,0.04,0.4771,0.01,0.301
waffles,132,89,107,82,2.59,2.1239,1.06,1.9542
waffling,5,5,5,5,0.1,0.7782,0.06,0.7782
waft,8,8,8,8,0.16,0.9542,0.1,0.9542
wafted,5,4,5,4,0.1,0.7782,0.05,0.699
wafting,9,9,9,9,0.18,1,0.11,1
wafts,7,6,7,6,0.14,0.9031,0.07,0.8451
wag,26,24,24,23,0.51,1.4314,0.29,1.3979
wage,159,142,158,141,3.12,2.2041,1.69,2.1553
waged,26,24,26,24,0.51,1.4314,0.29,1.3979
wager,202,140,196,137,3.96,2.3075,1.67,2.1492
wagered,15,15,15,15,0.29,1.2041,0.18,1.2041
wagering,11,11,11,11,0.22,1.0792,0.13,1.0792
wagers,12,12,12,12,0.24,1.1139,0.14,1.1139
wages,198,135,189,133,3.88,2.2989,1.61,2.1335
wagged,6,6,6,6,0.12,0.8451,0.07,0.8451
wagger,1,1,1,1,0.02,0.301,0.01,0.301
waggers,1,1,1,1,0.02,0.301,0.01,0.301
wagging,24,23,21,21,0.47,1.3979,0.27,1.3802
waggish,1,1,1,1,0.02,0.301,0.01,0.301
waggle,20,10,13,8,0.39,1.3222,0.12,1.0414
waggled,2,1,2,1,0.04,0.4771,0.01,0.301
Waggles,3,1,1,1,0.06,0.6021,0.01,0.301
waggling,4,3,4,3,0.08,0.699,0.04,0.6021
waggly,2,2,2,2,0.04,0.4771,0.02,0.4771
Waggoner,10,3,1,1,0.2,1.0414,0.04,0.6021
waggy,1,1,1,1,0.02,0.301,0.01,0.301
waging,14,14,14,14,0.27,1.1761,0.17,1.1761
Wagner,150,52,0,0,2.94,2.179,0.62,1.7243
Wagnerian,4,4,0,0,0.08,0.699,0.05,0.699
wagon,906,468,867,451,17.76,2.9576,5.58,2.6712
Wagoneer,3,2,0,0,0.06,0.6021,0.02,0.4771
Wagoner,8,2,0,0,0.16,0.9542,0.02,0.4771
wagonload,10,8,10,8,0.2,1.0414,0.1,0.9542
wagons,165,94,150,84,3.24,2.2201,1.12,1.9777
wags,13,12,11,11,0.25,1.1461,0.14,1.1139
Wah,221,61,38,16,4.33,2.3464,0.73,1.7924
Wahine,12,2,1,1,0.24,1.1139,0.02,0.4771
Wahines,1,1,0,0,0.02,0.301,0.01,0.301
Wahoo,12,7,3,1,0.24,1.1139,0.08,0.9031
waif,17,16,16,15,0.33,1.2553,0.19,1.2304
waifs,3,3,3,3,0.06,0.6021,0.04,0.6021
wail,44,39,38,35,0.86,1.6532,0.46,1.6021
wailer,5,4,3,3,0.1,0.7782,0.05,0.699
Wailers,27,1,0,0,0.53,1.4472,0.01,0.301
wailing,156,116,114,89,3.06,2.1959,1.38,2.0682
wails,45,36,41,32,0.88,1.6628,0.43,1.5682
wain,2,2,1,1,0.04,0.4771,0.02,0.4771
wainscot,2,2,2,2,0.04,0.4771,0.02,0.4771
wainscoting,3,3,3,3,0.06,0.6021,0.04,0.6021
Wainwright,35,11,0,0,0.69,1.5563,0.13,1.0792
Wainwrights,3,3,0,0,0.06,0.6021,0.04,0.6021
waist,262,220,254,216,5.14,2.42,2.62,2.3444
waistband,10,9,10,9,0.2,1.0414,0.11,1
waistcoat,18,13,17,12,0.35,1.2788,0.15,1.1461
waistcoats,5,5,5,5,0.1,0.7782,0.06,0.7782
waistline,23,14,23,14,0.45,1.3802,0.17,1.1761
waistlines,1,1,1,1,0.02,0.301,0.01,0.301
waists,5,5,5,5,0.1,0.7782,0.06,0.7782
wait,42343,7709,21510,6736,830.25,4.6268,91.91,3.8871
waited,1485,1186,1457,1172,29.12,3.172,14.14,3.0745
waiter,673,433,447,307,13.2,2.8287,5.16,2.6375
waiters,114,93,111,91,2.24,2.0607,1.11,1.9731
waiting,10767,4980,10338,4897,211.12,4.0321,59.37,3.6973
waitperson,1,1,1,1,0.02,0.301,0.01,0.301
waitress,588,398,529,366,11.53,2.7701,4.74,2.601
waitresses,84,70,79,67,1.65,1.9294,0.83,1.8513
waits,307,230,290,217,6.02,2.4886,2.74,2.3636
waitstaff,2,1,2,1,0.04,0.4771,0.01,0.301
waive,88,73,80,69,1.73,1.9494,0.87,1.8692
waived,35,31,34,30,0.69,1.5563,0.37,1.5051
waiver,49,40,49,40,0.96,1.699,0.48,1.6128
waivers,18,17,18,17,0.35,1.2788,0.2,1.2553
waives,4,4,4,4,0.08,0.699,0.05,0.699
waiving,11,10,11,10,0.22,1.0792,0.12,1.0414
Waka,3,2,0,0,0.06,0.6021,0.02,0.4771
Wakan,12,2,0,0,0.24,1.1139,0.02,0.4771
Wakanda,12,1,0,0,0.24,1.1139,0.01,0.301
wake,5366,2929,3870,2474,105.22,3.7297,34.92,3.4669
waked,18,16,18,16,0.35,1.2788,0.19,1.2304
wakeful,6,6,6,6,0.12,0.8451,0.07,0.8451
wakefulness,4,4,4,4,0.08,0.699,0.05,0.699
Wakeman,8,1,0,0,0.16,0.9542,0.01,0.301
waken,20,17,18,16,0.39,1.3222,0.2,1.2553
wakened,13,13,13,13,0.25,1.1461,0.15,1.1461
wakens,1,1,1,1,0.02,0.301,0.01,0.301
wakes,345,308,338,302,6.76,2.5391,3.67,2.49
wakeup,5,5,5,5,0.1,0.7782,0.06,0.7782
waking,447,399,421,376,8.76,2.6513,4.76,2.6021
Waldorf,50,35,0,0,0.98,1.7076,0.42,1.5563
Wales,106,60,2,1,2.08,2.0294,0.72,1.7853
Wali,48,31,0,0,0.94,1.6902,0.37,1.5051
walk,11009,4848,10219,4695,215.86,4.0418,57.8,3.6857
walkable,1,1,1,1,0.02,0.301,0.01,0.301
walkabout,8,5,8,5,0.16,0.9542,0.06,0.7782
walkabouts,7,6,6,5,0.14,0.9031,0.07,0.8451
walkaway,2,2,2,2,0.04,0.4771,0.02,0.4771
walked,2737,1907,2681,1883,53.67,3.4374,22.73,3.2806
Walker,808,222,74,60,15.84,2.9079,2.65,2.3483
walkers,26,22,18,15,0.51,1.4314,0.26,1.3617
walkie,45,36,41,34,0.88,1.6628,0.43,1.5682
walkies,11,7,9,7,0.22,1.0792,0.08,0.9031
walking,3826,2470,3559,2368,75.02,3.5829,29.45,3.3929
Walkout,93,8,30,8,1.82,1.9731,0.1,0.9542
walkouts,7,2,7,2,0.14,0.9031,0.02,0.4771
walks,936,759,909,747,18.35,2.9717,9.05,2.8808
walkup,5,4,5,4,0.1,0.7782,0.05,0.699
walkway,19,19,19,19,0.37,1.301,0.23,1.301
walkways,3,3,3,3,0.06,0.6021,0.04,0.6021
wall,3605,2105,3219,1953,70.69,3.557,25.1,3.3235
Walla,21,7,1,1,0.41,1.3424,0.08,0.9031
Wallaby,27,6,4,4,0.53,1.4472,0.07,0.8451
wallahs,2,2,2,2,0.04,0.4771,0.02,0.4771
Wallas,1,1,0,0,0.02,0.301,0.01,0.301
wallboard,1,1,1,1,0.02,0.301,0.01,0.301
walled,23,23,19,19,0.45,1.3802,0.27,1.3802
Waller,26,11,2,2,0.51,1.4314,0.13,1.0792
wallet,1163,689,1143,677,22.8,3.066,8.21,2.8388
wallets,77,63,72,60,1.51,1.8921,0.75,1.8062
Walleye,7,2,1,1,0.14,0.9031,0.02,0.4771
walleyed,9,7,8,6,0.18,1,0.08,0.9031
walleyes,1,1,1,1,0.02,0.301,0.01,0.301
wallflower,21,18,18,15,0.41,1.3424,0.21,1.2788
wallflowers,10,7,8,6,0.2,1.0414,0.08,0.9031
wallie,1,1,1,1,0.02,0.301,0.01,0.301
wallies,3,3,2,2,0.06,0.6021,0.04,0.6021
Walling,28,18,3,3,0.55,1.4624,0.21,1.2788
Wallman,3,1,0,0,0.06,0.6021,0.01,0.301
Walloon,1,1,0,0,0.02,0.301,0.01,0.301
wallop,42,36,39,34,0.82,1.6335,0.43,1.5682
walloped,3,3,3,3,0.06,0.6021,0.04,0.6021
walloping,8,8,8,8,0.16,0.9542,0.1,0.9542
wallops,5,5,5,5,0.1,0.7782,0.06,0.7782
wallow,82,58,74,53,1.61,1.9191,0.69,1.7709
wallowed,3,3,3,3,0.06,0.6021,0.04,0.6021
wallower,3,2,3,2,0.06,0.6021,0.02,0.4771
wallowing,41,33,41,33,0.8,1.6232,0.39,1.5315
wallows,1,1,1,1,0.02,0.301,0.01,0.301
wallpaper,171,122,164,120,3.35,2.2355,1.45,2.0899
wallpapered,6,6,6,6,0.12,0.8451,0.07,0.8451
wallpapers,2,2,2,2,0.04,0.4771,0.02,0.4771
walls,1261,888,1220,869,24.73,3.1011,10.59,2.9489
Wally,722,134,1,1,14.16,2.8591,1.6,2.1303
walnut,100,58,57,44,1.96,2.0043,0.69,1.7709
walnuts,64,31,52,28,1.25,1.8129,0.37,1.5051
walrus,57,40,38,31,1.12,1.7634,0.48,1.6128
walruses,1,1,1,1,0.02,0.301,0.01,0.301
Walsh,251,77,0,0,4.92,2.4014,0.92,1.8921
Walt,896,192,5,5,17.57,2.9528,2.29,2.2856
Walter,1972,391,3,3,38.67,3.2951,4.66,2.5933
waltz,279,181,231,161,5.47,2.4472,2.16,2.2601
waltzed,19,19,19,19,0.37,1.301,0.23,1.301
Waltzer,16,2,0,0,0.31,1.2304,0.02,0.4771
waltzes,22,20,22,20,0.43,1.3617,0.24,1.3222
waltzing,43,39,38,35,0.84,1.6435,0.46,1.6021
wampum,19,12,18,11,0.37,1.301,0.14,1.1139
Wan,94,59,31,27,1.84,1.9777,0.7,1.7782
wand,157,74,152,73,3.08,2.1987,0.88,1.8751
wander,299,255,284,247,5.86,2.4771,3.04,2.4082
wandered,176,163,172,160,3.45,2.248,1.94,2.2148
wanderer,32,26,26,23,0.63,1.5185,0.31,1.4314
wanderers,10,10,8,8,0.2,1.0414,0.12,1.0414
wandering,403,325,361,304,7.9,2.6064,3.87,2.5132
wanderings,8,6,8,6,0.16,0.9542,0.07,0.8451
wanderlust,4,4,3,3,0.08,0.699,0.05,0.699
wanders,45,43,43,41,0.88,1.6628,0.51,1.6435
wands,18,14,14,10,0.35,1.2788,0.17,1.1761
wane,13,13,13,13,0.25,1.1461,0.15,1.1461
waned,6,6,6,6,0.12,0.8451,0.07,0.8451
wanes,6,3,6,3,0.12,0.8451,0.04,0.6021
Wang,376,78,21,14,7.37,2.5763,0.93,1.8976
wanger,1,1,1,1,0.02,0.301,0.01,0.301
wangle,8,8,8,8,0.16,0.9542,0.1,0.9542
wangled,2,2,2,2,0.04,0.4771,0.02,0.4771
waning,23,20,23,20,0.45,1.3802,0.24,1.3222
wank,29,19,25,16,0.57,1.4771,0.23,1.301
wanked,1,1,1,1,0.02,0.301,0.01,0.301
wanker,111,70,69,52,2.18,2.0492,0.83,1.8513
wankers,17,13,16,12,0.33,1.2553,0.15,1.1461
wanking,12,7,10,7,0.24,1.1139,0.08,0.9031
wanky,3,3,3,3,0.06,0.6021,0.04,0.6021
wanna,25796,4611,24276,4493,505.8,4.4116,54.97,3.6639
wannabe,64,61,58,56,1.25,1.8129,0.73,1.7924
wannabees,2,2,2,2,0.04,0.4771,0.02,0.4771
wannabes,17,16,16,15,0.33,1.2553,0.19,1.2304
Wans,1,1,0,0,0.02,0.301,0.01,0.301
want,140718,8305,137089,8293,2759.18,5.1484,99.01,3.9194
wanted,25616,7039,25370,7013,502.27,4.4085,83.92,3.8476
wanting,1251,1013,1196,979,24.53,3.0976,12.08,3.006
wantingly,1,1,1,1,0.02,0.301,0.01,0.301
wanton,42,41,39,38,0.82,1.6335,0.49,1.6232
wantonly,10,10,10,10,0.2,1.0414,0.12,1.0414
wantonness,2,2,2,2,0.04,0.4771,0.02,0.4771
wants,15655,6036,15488,6021,306.96,4.1947,71.96,3.7808
wanty,2,2,1,1,0.04,0.4771,0.02,0.4771
wany,1,1,1,1,0.02,0.301,0.01,0.301
Wap,14,1,0,0,0.27,1.1761,0.01,0.301
wapped,1,1,1,1,0.02,0.301,0.01,0.301
Wapping,1,1,0,0,0.02,0.301,0.01,0.301
waps,1,1,1,1,0.02,0.301,0.01,0.301
war,8912,2546,7448,2218,174.75,3.95,30.35,3.406
warantee,1,1,1,1,0.02,0.301,0.01,0.301
Warbird,2,1,0,0,0.04,0.4771,0.01,0.301
warble,10,6,7,5,0.2,1.0414,0.07,0.8451
warbler,4,4,4,4,0.08,0.699,0.05,0.699
warblers,1,1,1,1,0.02,0.301,0.01,0.301
warbling,5,5,5,5,0.1,0.7782,0.06,0.7782
warcraft,1,1,1,1,0.02,0.301,0.01,0.301
ward,727,401,432,318,14.25,2.8621,4.78,2.6042
warden,573,192,323,148,11.24,2.7589,2.29,2.2856
wardens,36,12,25,12,0.71,1.5682,0.14,1.1139
warder,7,4,6,3,0.14,0.9031,0.05,0.699
warders,5,2,3,2,0.1,0.7782,0.02,0.4771
warding,6,6,6,6,0.12,0.8451,0.07,0.8451
wardrobe,330,240,310,229,6.47,2.5198,2.86,2.382
wardrobes,2,2,2,2,0.04,0.4771,0.02,0.4771
wardroom,14,10,10,9,0.27,1.1761,0.12,1.0414
wards,52,41,50,40,1.02,1.7243,0.49,1.6232
Ware,112,13,14,8,2.2,2.0531,0.15,1.1461
warehouse,509,314,466,292,9.98,2.7076,3.74,2.4983
warehoused,1,1,1,1,0.02,0.301,0.01,0.301
warehouses,34,32,34,32,0.67,1.5441,0.38,1.5185
warehousing,3,2,3,2,0.06,0.6021,0.02,0.4771
wares,17,17,16,16,0.33,1.2553,0.2,1.2553
warfare,150,115,145,112,2.94,2.179,1.37,2.0645
Warfarin,4,4,1,1,0.08,0.699,0.05,0.699
warhead,165,44,162,43,3.24,2.2201,0.52,1.6532
warheads,82,47,77,45,1.61,1.9191,0.56,1.6812
warhorse,12,12,11,11,0.24,1.1139,0.14,1.1139
warhorses,5,5,5,5,0.1,0.7782,0.06,0.7782
warily,1,1,1,1,0.02,0.301,0.01,0.301
wariness,2,2,2,2,0.04,0.4771,0.02,0.4771
Waring,16,5,0,0,0.31,1.2304,0.06,0.7782
waringin,1,1,1,1,0.02,0.301,0.01,0.301
warlike,14,14,14,14,0.27,1.1761,0.17,1.1761
warlock,185,43,177,43,3.63,2.2695,0.51,1.6435
warlocks,87,36,79,32,1.71,1.9445,0.43,1.5682
warlord,39,25,38,25,0.76,1.6021,0.3,1.415
warlords,23,23,21,21,0.45,1.3802,0.27,1.3802
warm,2659,1877,2460,1789,52.14,3.4249,22.38,3.2737
warmakers,1,1,1,1,0.02,0.301,0.01,0.301
warmblooded,1,1,1,1,0.02,0.301,0.01,0.301
warmed,112,106,110,104,2.2,2.0531,1.26,2.0294
warmer,184,159,168,151,3.61,2.2672,1.9,2.2041
warmers,7,7,7,7,0.14,0.9031,0.08,0.9031
warmest,42,31,39,28,0.82,1.6335,0.37,1.5051
warmhearted,4,4,4,4,0.08,0.699,0.05,0.699
warming,203,162,196,159,3.98,2.3096,1.93,2.2122
warmly,24,19,24,19,0.47,1.3979,0.23,1.301
warmonger,7,7,5,5,0.14,0.9031,0.08,0.9031
warmongering,6,5,5,5,0.12,0.8451,0.06,0.7782
warmongers,5,5,5,5,0.1,0.7782,0.06,0.7782
warmouth,3,1,3,1,0.06,0.6021,0.01,0.301
warms,44,43,40,39,0.86,1.6532,0.51,1.6435
warmth,227,199,218,192,4.45,2.3579,2.37,2.301
warmup,2,2,2,2,0.04,0.4771,0.02,0.4771
warn,1293,1025,1234,999,25.35,3.1119,12.22,3.0111
warned,808,693,802,689,15.84,2.9079,8.26,2.8414
Warner,272,82,0,0,5.33,2.4362,0.98,1.9191
Warners,21,10,0,0,0.41,1.3424,0.12,1.0414
warning,1630,1161,1451,1098,31.96,3.2125,13.84,3.0652
warnings,81,72,76,68,1.59,1.9138,0.86,1.8633
warns,17,15,17,15,0.33,1.2553,0.18,1.2041
warp,280,68,204,61,5.49,2.4487,0.81,1.8388
warpaint,1,1,1,1,0.02,0.301,0.01,0.301
warpath,44,37,44,37,0.86,1.6532,0.44,1.5798
warped,83,70,80,67,1.63,1.9243,0.83,1.8513
warping,3,3,3,3,0.06,0.6021,0.04,0.6021
warplane,5,4,5,4,0.1,0.7782,0.05,0.699
warplanes,4,2,4,2,0.08,0.699,0.02,0.4771
warps,3,3,3,3,0.06,0.6021,0.04,0.6021
warrant,1060,613,1044,605,20.78,3.0257,7.31,2.7882
warranted,19,19,19,19,0.37,1.301,0.23,1.301
warrantee,1,1,1,1,0.02,0.301,0.01,0.301
warrantees,1,1,1,1,0.02,0.301,0.01,0.301
warranties,7,7,6,6,0.14,0.9031,0.08,0.9031
warrantless,2,2,2,2,0.04,0.4771,0.02,0.4771
warranto,1,1,1,1,0.02,0.301,0.01,0.301
warrants,164,121,151,118,3.22,2.2175,1.44,2.0864
warranty,42,38,42,38,0.82,1.6335,0.45,1.5911
warred,2,2,2,2,0.04,0.4771,0.02,0.4771
Warren,754,165,1,1,14.78,2.8779,1.97,2.2201
Warrens,16,4,0,0,0.31,1.2304,0.05,0.699
warring,15,14,14,13,0.29,1.2041,0.17,1.1761
warrior,516,267,449,251,10.12,2.7135,3.18,2.4281
warriors,336,182,262,158,6.59,2.5276,2.17,2.2625
wars,465,343,305,256,9.12,2.6684,4.09,2.5366
Warsaw,99,38,0,0,1.94,2,0.45,1.5911
warship,48,30,47,30,0.94,1.6902,0.36,1.4914
warships,33,24,31,23,0.65,1.5315,0.29,1.3979
Warst,1,1,0,0,0.02,0.301,0.01,0.301
wart,63,53,59,50,1.24,1.8062,0.63,1.7324
warthog,16,12,14,10,0.31,1.2304,0.14,1.1139
Warthogs,3,3,1,1,0.06,0.6021,0.04,0.6021
wartime,58,48,58,48,1.14,1.7709,0.57,1.6902
warts,52,39,48,36,1.02,1.7243,0.46,1.6021
warty,4,3,4,3,0.08,0.699,0.04,0.6021
wary,38,32,37,31,0.75,1.5911,0.38,1.5185
was,288391,8345,282414,8340,5654.73,5.46,99.49,3.9215
wasabi,15,14,10,10,0.29,1.2041,0.17,1.1761
wash,2077,1354,1765,1240,40.73,3.3176,16.14,3.1319
washable,6,6,6,6,0.12,0.8451,0.07,0.8451
washbasin,1,1,1,1,0.02,0.301,0.01,0.301
washboard,7,7,6,6,0.14,0.9031,0.08,0.9031
washbowl,1,1,1,1,0.02,0.301,0.01,0.301
washcloth,19,14,17,12,0.37,1.301,0.17,1.1761
washcloths,3,3,3,3,0.06,0.6021,0.04,0.6021
washday,2,2,1,1,0.04,0.4771,0.02,0.4771
Washdown,1,1,0,0,0.02,0.301,0.01,0.301
washed,718,596,690,577,14.08,2.8567,7.11,2.776
washer,104,80,100,79,2.04,2.0212,0.95,1.9085
washers,17,14,15,13,0.33,1.2553,0.17,1.1761
washerwoman,6,6,4,4,0.12,0.8451,0.07,0.8451
washerwomen,2,2,2,2,0.04,0.4771,0.02,0.4771
washes,93,91,86,84,1.82,1.9731,1.08,1.9638
washin,6,5,6,5,0.12,0.8451,0.06,0.7782
washing,462,372,414,341,9.06,2.6656,4.43,2.5717
Washington,2142,904,19,11,42,3.331,10.78,2.9566
Washingtonian,1,1,0,0,0.02,0.301,0.01,0.301
Washingtonians,1,1,0,0,0.02,0.301,0.01,0.301
washout,38,32,35,31,0.75,1.5911,0.38,1.5185
washouts,3,3,3,3,0.06,0.6021,0.04,0.6021
washrag,1,1,1,1,0.02,0.301,0.01,0.301
washroom,86,69,85,68,1.69,1.9395,0.82,1.8451
washrooms,4,4,4,4,0.08,0.699,0.05,0.699
washstand,2,2,2,2,0.04,0.4771,0.02,0.4771
washtub,5,5,4,4,0.1,0.7782,0.06,0.7782
washtubs,4,3,4,3,0.08,0.699,0.04,0.6021
washup,1,1,1,1,0.02,0.301,0.01,0.301
washwoman,1,1,1,1,0.02,0.301,0.01,0.301
washy,2,2,2,2,0.04,0.4771,0.02,0.4771
wasn,21984,6747,20983,6652,431.06,4.3421,80.44,3.8292
wasnt,10,9,9,8,0.2,1.0414,0.11,1
wasp,73,43,41,23,1.43,1.8692,0.51,1.6435
waspish,3,3,3,3,0.06,0.6021,0.04,0.6021
wasps,32,19,20,10,0.63,1.5185,0.23,1.301
waspy,6,6,3,3,0.12,0.8451,0.07,0.8451
wassail,2,2,2,2,0.04,0.4771,0.02,0.4771
wassailing,1,1,1,1,0.02,0.301,0.01,0.301
wast,9,6,8,6,0.18,1,0.07,0.8451
wastage,1,1,1,1,0.02,0.301,0.01,0.301
waste,2716,1960,2602,1899,53.25,3.4341,23.37,3.2925
wastebasket,32,26,31,25,0.63,1.5185,0.31,1.4314
wastebaskets,3,3,3,3,0.06,0.6021,0.04,0.6021
wasted,854,722,825,707,16.75,2.932,8.61,2.8591
wasteful,30,28,27,26,0.59,1.4914,0.33,1.4624
wastefulness,1,1,1,1,0.02,0.301,0.01,0.301
wasteland,50,47,46,44,0.98,1.7076,0.56,1.6812
wastelands,6,6,6,6,0.12,0.8451,0.07,0.8451
wastepaper,16,14,15,13,0.31,1.2304,0.17,1.1761
waster,2,2,2,2,0.04,0.4771,0.02,0.4771
wasters,4,4,4,4,0.08,0.699,0.05,0.699
wastes,35,34,35,34,0.69,1.5563,0.41,1.5441
wastewater,1,1,1,1,0.02,0.301,0.01,0.301
wasting,1135,955,1085,928,22.25,3.0554,11.39,2.9805
Wastrel,2,2,0,0,0.04,0.4771,0.02,0.4771
wastrels,2,2,2,2,0.04,0.4771,0.02,0.4771
Wat,35,8,1,1,0.69,1.5563,0.1,0.9542
watch,16831,5882,11063,4994,330.02,4.2261,70.12,3.7696
watchable,4,3,4,3,0.08,0.699,0.04,0.6021
watchband,7,4,7,4,0.14,0.9031,0.05,0.699
Watchbands,1,1,0,0,0.02,0.301,0.01,0.301
watchdog,53,43,44,39,1.04,1.7324,0.51,1.6435
watchdogging,1,1,1,1,0.02,0.301,0.01,0.301
watchdogs,18,14,16,13,0.35,1.2788,0.17,1.1761
watched,1353,1070,1328,1055,26.53,3.1316,12.76,3.0298
Watcher,51,36,22,19,1,1.716,0.43,1.5682
Watchers,50,35,17,16,0.98,1.7076,0.42,1.5563
watches,406,328,392,317,7.96,2.6096,3.91,2.5172
watchful,20,20,20,20,0.39,1.3222,0.24,1.3222
watchfulness,1,1,1,1,0.02,0.301,0.01,0.301
watchhouse,2,1,2,1,0.04,0.4771,0.01,0.301
watching,5081,3138,4818,3033,99.63,3.706,37.41,3.4968
watchings,1,1,1,1,0.02,0.301,0.01,0.301
watchmaker,7,6,7,6,0.14,0.9031,0.07,0.8451
watchmakers,1,1,1,1,0.02,0.301,0.01,0.301
watchman,126,62,112,54,2.47,2.1038,0.74,1.7993
watchmen,9,7,8,6,0.18,1,0.08,0.9031
watchtower,22,13,11,9,0.43,1.3617,0.15,1.1461
watchtowers,4,3,4,3,0.08,0.699,0.04,0.6021
watchword,6,5,6,5,0.12,0.8451,0.06,0.7782
watchwords,2,1,2,1,0.04,0.4771,0.01,0.301
water,11478,4127,10619,3999,225.06,4.0599,49.2,3.6157
waterbed,27,22,23,20,0.53,1.4472,0.26,1.3617
waterbeds,3,3,3,3,0.06,0.6021,0.04,0.6021
waterbird,1,1,1,1,0.02,0.301,0.01,0.301
Waterbury,16,5,0,0,0.31,1.2304,0.06,0.7782
watercolor,5,4,5,4,0.1,0.7782,0.05,0.699
watercolorist,2,1,2,1,0.04,0.4771,0.01,0.301
watercolors,21,11,19,11,0.41,1.3424,0.13,1.0792
watercolour,4,3,4,3,0.08,0.699,0.04,0.6021
watercolours,4,4,4,4,0.08,0.699,0.05,0.699
watercress,4,4,3,3,0.08,0.699,0.05,0.699
watered,49,46,49,46,0.96,1.699,0.55,1.6721
waterfall,95,67,91,65,1.86,1.9823,0.8,1.8325
waterfalls,24,19,22,18,0.47,1.3979,0.23,1.301
waterfowl,1,1,1,1,0.02,0.301,0.01,0.301
waterfront,53,39,47,34,1.04,1.7324,0.46,1.6021
waterfronts,1,1,1,1,0.02,0.301,0.01,0.301
Watergate,70,28,6,1,1.37,1.8513,0.33,1.4624
waterhole,7,5,6,4,0.14,0.9031,0.06,0.7782
waterholes,1,1,1,1,0.02,0.301,0.01,0.301
watering,109,98,105,96,2.14,2.0414,1.17,1.9956
waterline,4,4,4,4,0.08,0.699,0.05,0.699
waterlogged,7,7,6,6,0.14,0.9031,0.08,0.9031
Waterloo,42,34,0,0,0.82,1.6335,0.41,1.5441
