"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL","Direction","Encoding","scored"
"M20307961","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"m20310291","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20317313","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20324037_AP.","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20333212_HDW","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20308203_KDL","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"m20280673","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20327498","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20277243_SKS","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"20335770","Kayak","Presented",NA,"Unrelated","Global_JOL",0
"M20319485","Kayak","Presented",NA,"Unrelated","Global_JOL",0
"M20293288","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20316100","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20321413","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20316548","Kayak","Presented",NA,"Unrelated","Global_JOL",1
"M20321533","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20317313","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20293288","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20329016","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20307961","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Kiwi","Presented",NA,"Related","Global_JOL",1
"m20326074","Kiwi","Presented",NA,"Related","Global_JOL",0
"M20319485","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20293123","Kiwi","Presented",NA,"Related","Global_JOL",1
"m20310291","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20316100","Kiwi","Presented",NA,"Related","Global_JOL",1
"20335770","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20321413","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20316548","Kiwi","Presented",NA,"Related","Global_JOL",1
"m20280673","Kiwi","Presented",NA,"Related","Global_JOL",1
"M20327498","Kiwi","Presented",NA,"Related","Global_JOL",1
"m20280673","Lake","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Lake","Control",NA,"Control","Global_JOL",1
"m20310291","Lake","Control",NA,"Control","Global_JOL",1
"M20329016","Lake","Control",NA,"Control","Global_JOL",0
"M20307961","Lake","Control",NA,"Control","Global_JOL",1
"20335770","Lake","Control",NA,"Control","Global_JOL",0
"M20321533","Lake","Control",NA,"Control","Global_JOL",0
"M20316548","Lake","Control",NA,"Control","Global_JOL",0
"M20293123","Lake","Control",NA,"Control","Global_JOL",1
"M20321413","Lake","Control",NA,"Control","Global_JOL",1
"M20293288","Lake","Control",NA,"Control","Global_JOL",0
"M20324037_AP.","Lake","Control",NA,"Control","Global_JOL",1
"M20327498","Lake","Control",NA,"Control","Global_JOL",1
"M20317313","Lake","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Lake","Control",NA,"Control","Global_JOL",1
"m20326074","Lake","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Lake","Control",NA,"Control","Global_JOL",1
"M20319485","Lake","Control",NA,"Control","Global_JOL",1
"M20316100","Lake","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Lemon","Presented",NA,"Related","Global_JOL",1
"20335770","Lemon","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Lemon","Presented",NA,"Related","Global_JOL",1
"m20310291","Lemon","Presented",NA,"Related","Global_JOL",1
"M20321533","Lemon","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Lemon","Presented",NA,"Related","Global_JOL",1
"M20329016","Lemon","Presented",NA,"Related","Global_JOL",1
"M20307961","Lemon","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Lemon","Presented",NA,"Related","Global_JOL",1
"M20293288","Lemon","Presented",NA,"Related","Global_JOL",1
"m20326074","Lemon","Presented",NA,"Related","Global_JOL",1
"M20316100","Lemon","Presented",NA,"Related","Global_JOL",1
"M20317313","Lemon","Presented",NA,"Related","Global_JOL",1
"M20293123","Lemon","Presented",NA,"Related","Global_JOL",1
"M20316548","Lemon","Presented",NA,"Related","Global_JOL",1
"m20280673","Lemon","Presented",NA,"Related","Global_JOL",1
"M20327498","Lemon","Presented",NA,"Related","Global_JOL",1
"M20321413","Lemon","Presented",NA,"Related","Global_JOL",1
"M20319485","Lemon","Presented",NA,"Related","Global_JOL",1
"M20307961","Lion","Control",NA,"Control","Global_JOL",1
"M20316548","Lion","Control",NA,"Control","Global_JOL",1
"m20310291","Lion","Control",NA,"Control","Global_JOL",1
"M20321413","Lion","Control",NA,"Control","Global_JOL",1
"m20280673","Lion","Control",NA,"Control","Global_JOL",1
"M20321533","Lion","Control",NA,"Control","Global_JOL",1
"M20293123","Lion","Control",NA,"Control","Global_JOL",1
"M20319485","Lion","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Lion","Control",NA,"Control","Global_JOL",1
"M20329016","Lion","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Lion","Control",NA,"Control","Global_JOL",1
"M20317313","Lion","Control",NA,"Control","Global_JOL",1
"m20326074","Lion","Control",NA,"Control","Global_JOL",1
"M20327498","Lion","Control",NA,"Control","Global_JOL",1
"M20293288","Lion","Control",NA,"Control","Global_JOL",0
"20335770","Lion","Control",NA,"Control","Global_JOL",0
"M20333212_HDW","Lion","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Lion","Control",NA,"Control","Global_JOL",1
"M20316100","Lion","Control",NA,"Control","Global_JOL",1
"M20316548","Lipstick","Control",NA,"Control","Global_JOL",1
"M20293288","Lipstick","Control",NA,"Control","Global_JOL",1
"M20316100","Lipstick","Control",NA,"Control","Global_JOL",1
"20335770","Lipstick","Control",NA,"Control","Global_JOL",0
"M20327498","Lipstick","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Lipstick","Control",NA,"Control","Global_JOL",1
"M20321533","Lipstick","Control",NA,"Control","Global_JOL",1
"M20329016","Lipstick","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Lipstick","Control",NA,"Control","Global_JOL",1
"M20293123","Lipstick","Control",NA,"Control","Global_JOL",1
"M20321413","Lipstick","Control",NA,"Control","Global_JOL",1
"M20319485","Lipstick","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Lipstick","Control",NA,"Control","Global_JOL",1
"M20307961","Lipstick","Control",NA,"Control","Global_JOL",1
"m20326074","Lipstick","Control",NA,"Control","Global_JOL",1
"m20310291","Lipstick","Control",NA,"Control","Global_JOL",1
"M20317313","Lipstick","Control",NA,"Control","Global_JOL",1
"m20280673","Lipstick","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Lipstick","Control",NA,"Control","Global_JOL",1
"M20329016","Mango","Presented",NA,"Related","Global_JOL",0
"M20321533","Mango","Presented",NA,"Related","Global_JOL",1
"M20307961","Mango","Presented",NA,"Related","Global_JOL",1
"M20316548","Mango","Presented",NA,"Related","Global_JOL",0
"M20319485","Mango","Presented",NA,"Related","Global_JOL",1
"m20326074","Mango","Presented",NA,"Related","Global_JOL",1
"20335770","Mango","Presented",NA,"Related","Global_JOL",0
"M20316100","Mango","Presented",NA,"Related","Global_JOL",1
"M20317313","Mango","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Mango","Presented",NA,"Related","Global_JOL",1
"m20310291","Mango","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Mango","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Mango","Presented",NA,"Related","Global_JOL",0
"M20321413","Mango","Presented",NA,"Related","Global_JOL",1
"m20280673","Mango","Presented",NA,"Related","Global_JOL",1
"M20293123","Mango","Presented",NA,"Related","Global_JOL",1
"M20327498","Mango","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Mango","Presented",NA,"Related","Global_JOL",1
"M20293288","Mango","Presented",NA,"Related","Global_JOL",1
"M20293288","Mayor","Control",NA,"Control","Global_JOL",1
"m20280673","Mayor","Control",NA,"Control","Global_JOL",1
"M20307961","Mayor","Control",NA,"Control","Global_JOL",1
"M20327498","Mayor","Control",NA,"Control","Global_JOL",1
"M20316100","Mayor","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Mayor","Control",NA,"Control","Global_JOL",1
"M20321533","Mayor","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Mayor","Control",NA,"Control","Global_JOL",1
"M20317313","Mayor","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Mayor","Control",NA,"Control","Global_JOL",1
"20335770","Mayor","Control",NA,"Control","Global_JOL",1
"M20319485","Mayor","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Mayor","Control",NA,"Control","Global_JOL",1
"m20326074","Mayor","Control",NA,"Control","Global_JOL",1
"M20293123","Mayor","Control",NA,"Control","Global_JOL",1
"m20310291","Mayor","Control",NA,"Control","Global_JOL",1
"M20321413","Mayor","Control",NA,"Control","Global_JOL",1
"M20329016","Mayor","Control",NA,"Control","Global_JOL",0
"M20316548","Mayor","Control",NA,"Control","Global_JOL",0
"m20310291","Milk","Control",NA,"Control","Global_JOL",1
"M20293123","Milk","Control",NA,"Control","Global_JOL",0
"M20277243_SKS","Milk","Control",NA,"Control","Global_JOL",1
"M20317313","Milk","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Milk","Control",NA,"Control","Global_JOL",1
"20335770","Milk","Control",NA,"Control","Global_JOL",0
"M20316548","Milk","Control",NA,"Control","Global_JOL",1
"m20326074","Milk","Control",NA,"Control","Global_JOL",1
"M20321413","Milk","Control",NA,"Control","Global_JOL",1
"M20329016","Milk","Control",NA,"Control","Global_JOL",1
"M20293288","Milk","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Milk","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Milk","Control",NA,"Control","Global_JOL",1
"m20280673","Milk","Control",NA,"Control","Global_JOL",1
"M20327498","Milk","Control",NA,"Control","Global_JOL",1
"M20321533","Milk","Control",NA,"Control","Global_JOL",0
"M20307961","Milk","Control",NA,"Control","Global_JOL",1
"M20316100","Milk","Control",NA,"Control","Global_JOL",0
"M20319485","Milk","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20316548","Mint","Presented",NA,"Unrelated","Global_JOL",1
"20335770","Mint","Presented",NA,"Unrelated","Global_JOL",1
"m20326074","Mint","Presented",NA,"Unrelated","Global_JOL",0
"M20317313","Mint","Presented",NA,"Unrelated","Global_JOL",1
"m20280673","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20327498","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20319485","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20329016","Mint","Presented",NA,"Unrelated","Global_JOL",0
"M20321413","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20321533","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20277243_SKS","Mint","Presented",NA,"Unrelated","Global_JOL",1
"m20310291","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20293123","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20307961","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20324037_AP.","Mint","Presented",NA,"Unrelated","Global_JOL",0
"M20316100","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20308203_KDL","Mint","Presented",NA,"Unrelated","Global_JOL",1
"M20293288","Mint","Presented",NA,"Unrelated","Global_JOL",1
"m20326074","Mother","Presented",NA,"Unrelated","Global_JOL",1
"m20310291","Mother","Presented",NA,"Unrelated","Global_JOL",1
"M20317313","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20321533","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20293123","Mother","Presented",NA,"Unrelated","Global_JOL",1
"M20316100","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20307961","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20321413","Mother","Presented",NA,"Unrelated","Global_JOL",1
"M20277243_SKS","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20327498","Mother","Presented",NA,"Unrelated","Global_JOL",0
"20335770","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20308203_KDL","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20324037_AP.","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20333212_HDW","Mother","Presented",NA,"Unrelated","Global_JOL",0
"M20329016","Mother","Presented",NA,"Unrelated","Global_JOL",1
"M20319485","Mother","Presented",NA,"Unrelated","Global_JOL",0
"m20280673","Mother","Presented",NA,"Unrelated","Global_JOL",1
"M20293288","Mother","Presented",NA,"Unrelated","Global_JOL",1
"M20316548","Mother","Presented",NA,"Unrelated","Global_JOL",1
"M20308203_KDL","Mountain","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Mountain","Control",NA,"Control","Global_JOL",0
"20335770","Mountain","Control",NA,"Control","Global_JOL",1
"M20316100","Mountain","Control",NA,"Control","Global_JOL",1
"M20319485","Mountain","Control",NA,"Control","Global_JOL",1
"M20316548","Mountain","Control",NA,"Control","Global_JOL",1
"m20326074","Mountain","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Mountain","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Mountain","Control",NA,"Control","Global_JOL",1
"M20317313","Mountain","Control",NA,"Control","Global_JOL",1
"M20327498","Mountain","Control",NA,"Control","Global_JOL",0
"M20321533","Mountain","Control",NA,"Control","Global_JOL",0
"M20293288","Mountain","Control",NA,"Control","Global_JOL",0
"M20307961","Mountain","Control",NA,"Control","Global_JOL",1
"m20310291","Mountain","Control",NA,"Control","Global_JOL",0
"M20293123","Mountain","Control",NA,"Control","Global_JOL",1
"M20329016","Mountain","Control",NA,"Control","Global_JOL",1
"M20321413","Mountain","Control",NA,"Control","Global_JOL",1
"m20280673","Mountain","Control",NA,"Control","Global_JOL",1
"M20319485","Ocean","Control",NA,"Control","Global_JOL",1
"m20280673","Ocean","Control",NA,"Control","Global_JOL",1
"M20327498","Ocean","Control",NA,"Control","Global_JOL",0
"M20277243_SKS","Ocean","Control",NA,"Control","Global_JOL",1
"M20293123","Ocean","Control",NA,"Control","Global_JOL",1
"M20329016","Ocean","Control",NA,"Control","Global_JOL",0
"M20324037_AP.","Ocean","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Ocean","Control",NA,"Control","Global_JOL",0
"m20310291","Ocean","Control",NA,"Control","Global_JOL",0
"M20321533","Ocean","Control",NA,"Control","Global_JOL",0
"M20293288","Ocean","Control",NA,"Control","Global_JOL",0
"M20333212_HDW","Ocean","Control",NA,"Control","Global_JOL",1
"20335770","Ocean","Control",NA,"Control","Global_JOL",0
"M20316548","Ocean","Control",NA,"Control","Global_JOL",1
"m20326074","Ocean","Control",NA,"Control","Global_JOL",1
"M20317313","Ocean","Control",NA,"Control","Global_JOL",1
"M20316100","Ocean","Control",NA,"Control","Global_JOL",1
"M20321413","Ocean","Control",NA,"Control","Global_JOL",0
"M20307961","Ocean","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Orange","Presented",NA,"Related","Global_JOL",1
"m20280673","Orange","Presented",NA,"Related","Global_JOL",1
"m20310291","Orange","Presented",NA,"Related","Global_JOL",1
"M20319485","Orange","Presented",NA,"Related","Global_JOL",1
"M20293123","Orange","Presented",NA,"Related","Global_JOL",1
"M20329016","Orange","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Orange","Presented",NA,"Related","Global_JOL",1
"M20316548","Orange","Presented",NA,"Related","Global_JOL",1
"M20307961","Orange","Presented",NA,"Related","Global_JOL",0
"m20326074","Orange","Presented",NA,"Related","Global_JOL",1
"M20316100","Orange","Presented",NA,"Related","Global_JOL",1
"M20327498","Orange","Presented",NA,"Related","Global_JOL",1
"M20321413","Orange","Presented",NA,"Related","Global_JOL",1
"M20293288","Orange","Presented",NA,"Related","Global_JOL",0
"20335770","Orange","Presented",NA,"Related","Global_JOL",0
"M20317313","Orange","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Orange","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Orange","Presented",NA,"Related","Global_JOL",1
"M20321533","Orange","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Oxygen","Control",NA,"Control","Global_JOL",1
"20335770","Oxygen","Control",NA,"Control","Global_JOL",1
"M20307961","Oxygen","Control",NA,"Control","Global_JOL",1
"m20280673","Oxygen","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Oxygen","Control",NA,"Control","Global_JOL",1
"M20321413","Oxygen","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Oxygen","Control",NA,"Control","Global_JOL",1
"M20293288","Oxygen","Control",NA,"Control","Global_JOL",1
"M20327498","Oxygen","Control",NA,"Control","Global_JOL",1
"m20326074","Oxygen","Control",NA,"Control","Global_JOL",1
"M20329016","Oxygen","Control",NA,"Control","Global_JOL",1
"M20316548","Oxygen","Control",NA,"Control","Global_JOL",1
"M20316100","Oxygen","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Oxygen","Control",NA,"Control","Global_JOL",1
"M20293123","Oxygen","Control",NA,"Control","Global_JOL",1
"M20321533","Oxygen","Control",NA,"Control","Global_JOL",1
"M20317313","Oxygen","Control",NA,"Control","Global_JOL",1
"m20310291","Oxygen","Control",NA,"Control","Global_JOL",1
"M20319485","Oxygen","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Pants","Control",NA,"Control","Global_JOL",0
"M20307961","Pants","Control",NA,"Control","Global_JOL",1
"M20293123","Pants","Control",NA,"Control","Global_JOL",0
"M20317313","Pants","Control",NA,"Control","Global_JOL",1
"M20293288","Pants","Control",NA,"Control","Global_JOL",0
"M20321413","Pants","Control",NA,"Control","Global_JOL",1
"M20327498","Pants","Control",NA,"Control","Global_JOL",1
"m20310291","Pants","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Pants","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Pants","Control",NA,"Control","Global_JOL",0
"M20316100","Pants","Control",NA,"Control","Global_JOL",0
"m20326074","Pants","Control",NA,"Control","Global_JOL",1
"m20280673","Pants","Control",NA,"Control","Global_JOL",1
"M20319485","Pants","Control",NA,"Control","Global_JOL",1
"M20316548","Pants","Control",NA,"Control","Global_JOL",1
"20335770","Pants","Control",NA,"Control","Global_JOL",0
"M20321533","Pants","Control",NA,"Control","Global_JOL",1
"M20329016","Pants","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Pants","Control",NA,"Control","Global_JOL",1
"m20280673","Parrot","Control",NA,"Control","Global_JOL",1
"M20317313","Parrot","Control",NA,"Control","Global_JOL",1
"m20310291","Parrot","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Parrot","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Parrot","Control",NA,"Control","Global_JOL",1
"M20327498","Parrot","Control",NA,"Control","Global_JOL",1
"m20326074","Parrot","Control",NA,"Control","Global_JOL",1
"M20316100","Parrot","Control",NA,"Control","Global_JOL",1
"M20293123","Parrot","Control",NA,"Control","Global_JOL",1
"M20307961","Parrot","Control",NA,"Control","Global_JOL",1
"M20319485","Parrot","Control",NA,"Control","Global_JOL",1
"M20329016","Parrot","Control",NA,"Control","Global_JOL",1
"M20321533","Parrot","Control",NA,"Control","Global_JOL",1
"M20321413","Parrot","Control",NA,"Control","Global_JOL",1
"M20316548","Parrot","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Parrot","Control",NA,"Control","Global_JOL",1
"M20293288","Parrot","Control",NA,"Control","Global_JOL",0
"M20277243_SKS","Parrot","Control",NA,"Control","Global_JOL",1
"20335770","Parrot","Control",NA,"Control","Global_JOL",1
"M20293123","Peach","Presented",NA,"Related","Global_JOL",1
"M20307961","Peach","Presented",NA,"Related","Global_JOL",1
"M20319485","Peach","Presented",NA,"Related","Global_JOL",1
"m20310291","Peach","Presented",NA,"Related","Global_JOL",1
"M20316548","Peach","Presented",NA,"Related","Global_JOL",1
"M20329016","Peach","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Peach","Presented",NA,"Related","Global_JOL",1
"M20293288","Peach","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Peach","Presented",NA,"Related","Global_JOL",1
"M20321533","Peach","Presented",NA,"Related","Global_JOL",1
"20335770","Peach","Presented",NA,"Related","Global_JOL",1
"m20280673","Peach","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Peach","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Peach","Presented",NA,"Related","Global_JOL",1
"M20321413","Peach","Presented",NA,"Related","Global_JOL",1
"M20316100","Peach","Presented",NA,"Related","Global_JOL",1
"m20326074","Peach","Presented",NA,"Related","Global_JOL",0
"M20317313","Peach","Presented",NA,"Related","Global_JOL",1
"M20327498","Peach","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Pear","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Pear","Presented",NA,"Related","Global_JOL",0
"m20280673","Pear","Presented",NA,"Related","Global_JOL",1
"M20329016","Pear","Presented",NA,"Related","Global_JOL",1
"M20293288","Pear","Presented",NA,"Related","Global_JOL",1
"M20321533","Pear","Presented",NA,"Related","Global_JOL",1
"M20316100","Pear","Presented",NA,"Related","Global_JOL",1
"M20293123","Pear","Presented",NA,"Related","Global_JOL",1
"M20307961","Pear","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Pear","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Pear","Presented",NA,"Related","Global_JOL",1
"M20321413","Pear","Presented",NA,"Related","Global_JOL",1
"M20327498","Pear","Presented",NA,"Related","Global_JOL",1
"m20326074","Pear","Presented",NA,"Related","Global_JOL",1
"M20317313","Pear","Presented",NA,"Related","Global_JOL",1
"m20310291","Pear","Presented",NA,"Related","Global_JOL",1
"M20319485","Pear","Presented",NA,"Related","Global_JOL",1
"20335770","Pear","Presented",NA,"Related","Global_JOL",1
"M20316548","Pear","Presented",NA,"Related","Global_JOL",1
"M20316548","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20307961","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20293123","Phone","Presented",NA,"Unrelated","Global_JOL",1
"20335770","Phone","Presented",NA,"Unrelated","Global_JOL",1
"M20333212_HDW","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20327498","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20324037_AP.","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20308203_KDL","Phone","Presented",NA,"Unrelated","Global_JOL",1
"m20280673","Phone","Presented",NA,"Unrelated","Global_JOL",1
"M20321413","Phone","Presented",NA,"Unrelated","Global_JOL",1
"M20277243_SKS","Phone","Presented",NA,"Unrelated","Global_JOL",0
"m20326074","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20317313","Phone","Presented",NA,"Unrelated","Global_JOL",1
"M20293288","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20316100","Phone","Presented",NA,"Unrelated","Global_JOL",1
"M20321533","Phone","Presented",NA,"Unrelated","Global_JOL",0
"M20319485","Phone","Presented",NA,"Unrelated","Global_JOL",0
"m20310291","Phone","Presented",NA,"Unrelated","Global_JOL",1
"M20329016","Phone","Presented",NA,"Unrelated","Global_JOL",1
"M20321413","Plum","Presented",NA,"Related","Global_JOL",1
"m20280673","Plum","Presented",NA,"Related","Global_JOL",1
"M20316100","Plum","Presented",NA,"Related","Global_JOL",1
"M20293123","Plum","Presented",NA,"Related","Global_JOL",1
"M20307961","Plum","Presented",NA,"Related","Global_JOL",1
"m20310291","Plum","Presented",NA,"Related","Global_JOL",1
"M20327498","Plum","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Plum","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Plum","Presented",NA,"Related","Global_JOL",1
"m20326074","Plum","Presented",NA,"Related","Global_JOL",1
"M20321533","Plum","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Plum","Presented",NA,"Related","Global_JOL",1
"M20329016","Plum","Presented",NA,"Related","Global_JOL",1
"M20319485","Plum","Presented",NA,"Related","Global_JOL",1
"M20316548","Plum","Presented",NA,"Related","Global_JOL",1
"M20317313","Plum","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Plum","Presented",NA,"Related","Global_JOL",1
"M20293288","Plum","Presented",NA,"Related","Global_JOL",0
"20335770","Plum","Presented",NA,"Related","Global_JOL",1
"M20317313","Rest","Presented",NA,"Unrelated","Global_JOL",0
"M20319485","Rest","Presented",NA,"Unrelated","Global_JOL",0
"m20326074","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20321533","Rest","Presented",NA,"Unrelated","Global_JOL",0
"M20329016","Rest","Presented",NA,"Unrelated","Global_JOL",0
"M20333212_HDW","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20308203_KDL","Rest","Presented",NA,"Unrelated","Global_JOL",0
"20335770","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20316100","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20327498","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20316548","Rest","Presented",NA,"Unrelated","Global_JOL",0
"m20310291","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20321413","Rest","Presented",NA,"Unrelated","Global_JOL",1
"m20280673","Rest","Presented",NA,"Unrelated","Global_JOL",0
"M20307961","Rest","Presented",NA,"Unrelated","Global_JOL",0
"M20324037_AP.","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20277243_SKS","Rest","Presented",NA,"Unrelated","Global_JOL",0
"M20293123","Rest","Presented",NA,"Unrelated","Global_JOL",1
"M20293288","Rest","Presented",NA,"Unrelated","Global_JOL",0
"M20316100","Rifle","Control",NA,"Control","Global_JOL",1
"M20319485","Rifle","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Rifle","Control",NA,"Control","Global_JOL",1
"M20321533","Rifle","Control",NA,"Control","Global_JOL",1
"m20310291","Rifle","Control",NA,"Control","Global_JOL",1
"m20326074","Rifle","Control",NA,"Control","Global_JOL",1
"m20280673","Rifle","Control",NA,"Control","Global_JOL",1
"M20327498","Rifle","Control",NA,"Control","Global_JOL",1
"M20317313","Rifle","Control",NA,"Control","Global_JOL",1
"M20307961","Rifle","Control",NA,"Control","Global_JOL",1
"M20293123","Rifle","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Rifle","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Rifle","Control",NA,"Control","Global_JOL",1
"M20316548","Rifle","Control",NA,"Control","Global_JOL",1
"M20329016","Rifle","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Rifle","Control",NA,"Control","Global_JOL",1
"M20293288","Rifle","Control",NA,"Control","Global_JOL",0
"20335770","Rifle","Control",NA,"Control","Global_JOL",1
"M20321413","Rifle","Control",NA,"Control","Global_JOL",1
"M20293123","River","Control",NA,"Control","Global_JOL",1
"20335770","River","Control",NA,"Control","Global_JOL",0
"M20327498","River","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","River","Control",NA,"Control","Global_JOL",1
"M20319485","River","Control",NA,"Control","Global_JOL",1
"M20293288","River","Control",NA,"Control","Global_JOL",1
"M20316100","River","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","River","Control",NA,"Control","Global_JOL",1
"M20321533","River","Control",NA,"Control","Global_JOL",0
"m20310291","River","Control",NA,"Control","Global_JOL",1
"M20307961","River","Control",NA,"Control","Global_JOL",1
